Clinic_Name,Clinic_Street_Address,Clinic_City,Clinic_State,Clinic_Zip,County,Broken_Vial_Syringe,Vaccine_Drawn_But_Not_Administer,Lost_Or_Unaccounted_For_Vaccine,Open_Vial_But_Not_Administered,Other,Spoilage,Georeferenced Latitude & Longitude
Cornerstone Care Ped Cntr of Washington,400 JEFFERSON AVE,Washington,Pennsylvania,15301,Washington,0,0,0,22,0,0,POINT (-80.25578 40.175301)
LM JADE INC. DBA THE MED SHOPPE #0077,1000 MARKET ST,Bloomsburg,Pennsylvania,17815,Columbia,0,0,0,0,24,20,POINT (-76.451584 40.994416)
Liberty Dialysis,90 West Chestnut St 100EW,Washington,Pennsylvania,15301,Washington,0,0,0,15,38,0,POINT (-80.247542 40.172187)
Partners Pharmacy,3036 Emrick Boulevard,Bethlehem (Part-Northampton),Pennsylvania,18020,Northampton,0,2,0,11,0,0,POINT (-75.295102 40.664728)
Reading Discount Pharmacy,1220 Centre Ave,Reading,Pennsylvania,19601,Berks,0,0,0,3,885,0,POINT (-75.933763 40.354206)
Hartzells Pharmacy,300 American Street,Catasauqua,Pennsylvania,18032,Lehigh,10,0,0,4,108,90,POINT (-75.467574 40.653712)
WellSpan Family Medicine-East Berlin,105 Fourth Street,East Berlin,PA,17316,Adams,0,0,0,0,13,0,POINT (-76.983643 39.938133)
Glendale Area Med Assoc Inc,850 Main Street PO Box 375,Coalport,Pennsylvania,16627,Clearfield,0,1,0,457,293,0,POINT (-78.535026 40.747725)
Dialysis Care Center of Mechanicsburg,4 Flowers Dr,Mechanicsburg,Pennsylvania,17050,Cumberland,0,0,0,67,0,10,POINT (-77.03178 40.250342)
Genoa Healthcare 00144,119 WALNUT ST,Johnstown,Pennsylvania,15901,Cambria,0,0,0,127,84,298,POINT (-78.921142 40.327731)
CHOP Care Network-Coatesville,495 Highlands Blvd,Coatesville,Pennsylvania,19320,Chester,0,0,0,0,3025,0,POINT (-75.867419 39.991878)
SLUHHN-Bethlehem,801 OSTRUM ST Attn: Inpatient Pharmacy,Bethlehem (Part-Lehigh),Pennsylvania,18015,Northampton,17,45,2,1142,56,3102,POINT (-75.392507 40.608697)
RICHARD KONDON DO FAMILY PRACTICE,50 Kulp Rd E,Chalfont,Pennsylvania,18914,Bucks,0,0,0,99,1152,4062,POINT (-75.180522 40.243749)
WellSpan Family Medicine-Stonebridge,13515 Wolfe Rd,New Freedom,PA,17349,York,0,0,0,19,0,0,POINT (-76.662289 39.774663)
WellSpan Fam Med-Stonebridge,13515 Wolfe Rd,New Freedom,PA,17349,York,0,0,0,54,34,18,POINT (-76.662764 39.774247)
Norristown Hlth Cntr-Montgomery County,1430 DeKalb Street 2nd Floor,Norristown,Pennsylvania,19404,Montgomery,6,5,0,14,67,6,POINT (-75.332915 40.123731)
Hamilton Health Center,110 South 17th Street,Harrisburg,Pennsylvania,17104,Dauphin,10,612,0,87,75,844,POINT (-76.863982 40.265624)
LC Com VC Ctr,Park City Mall 600 Park City Center,Lancaster,Pennsylvania,17601,Lancaster,99,8,0,294,114,44,
West Shore Family Practice PC,6375 MERCURY DR,Mechanicsburg,Pennsylvania,17050,Cumberland,0,0,0,0,340,0,POINT (-77.003879 40.251236)
Messiah University,One University Avenue ENGLE CENTER,Mechanicsburg,Pennsylvania,17055,Cumberland,0,0,0,27,45,83,
LCH La Comunidad Hispana,731 West Cypress Street,Kennett Square,Pennsylvania,19348,Chester,0,0,3,1,38,70,POINT (-75.722913 39.844136)
Penn St Hlth Cmty Vax Site Dauphin,555 Campus Drive,Hershey,Pennsylvania,17033,Dauphin,0,0,0,18,640,0,
DCI-Shenango Valley,737 Brookshire Drive,Hermitage,Pennsylvania,16148,Mercer,0,0,0,58,0,0,POINT (-80.452603 41.243595)
Penn State Health Rehab Hospital,1135 Old West Chocolate Ave,Hershey,Pennsylvania,17033,Dauphin,1,0,0,0,0,0,POINT (-76.685233 40.272871)
THMG Vaccine Clinic-Muhlenberg,1000 Tuckerton Court,Reading,Pennsylvania,19605,Berks,0,0,0,0,2,0,POINT (-75.947992 40.400747)
Vlly Med Ctr of Pennsburg LLC,2781 Geryville Pike,Pennsburg,Pennsylvania,18073,Montgomery,0,0,0,7,0,0,POINT (-75.473467 40.409871)
HersheyCare Pharmacy,475 W Governor Road Ste #2,Hershey,Pennsylvania,17033,Dauphin,2,0,0,311,1286,975,POINT (-76.661173 40.271712)
Harrisburg Endoscopy Surgery Center,4760 Union Deposit Road,Harrisburg,Pennsylvania,17111,Dauphin,0,0,0,1,0,0,POINT (-76.803702 40.280227)
Cleveland Cliffs-Butler Works,1 Armco Drive Attn: Plant Medical,Lyndora,Pennsylvania,16045,Butler,0,0,0,15,0,0,POINT (-79.921488 40.84813)
Valley Forge Medical Center,1033 W. Germantown Pike 1033 W. Germantown Pike,Norristown,Pennsylvania,19403,Montgomery,0,5,0,11,0,50,
Penn State Hershey Medical Center,500 University Drive,Hershey,Pennsylvania,17033,Dauphin,0,0,0,527,175,768,POINT (-76.674557 40.265932)
FPC-Southside Family Medicine,699 Hastings Street,South Williamsport,Pennsylvania,17702,Lycoming,0,0,0,0,335,0,POINT (-76.990216 41.228739)
Neighborhood HCLV-Bethlehem,1210 East 4th Street,Bethlehem (Part-Northampton),Pennsylvania,18015,Northampton,2,0,0,5,30,0,POINT (-75.359751 40.611208)
Penn State Health Cmty Vax Site-Berks,2400 Bernville Road,Reading,Pennsylvania,19605,Berks,32,6,0,54,5,0,POINT (-75.970548 40.374401)
Family First Health-George Street Center,116 South George Street,York,Pennsylvania,17401,York,1,0,0,50,41,0,POINT (-76.726805 39.960757)
Lehigh Family and Geriatric Associates,428 South 7th Street,Lehighton,Pennsylvania,18235,Carbon,0,0,0,8,48,0,POINT (-75.717784 40.8267)
Carrick Pharmacy,2717 BROWNSVILLE ROAD,Pittsburgh,Pennsylvania,15227,Allegheny,0,0,0,17,656,483,POINT (-79.977542 40.383931)
PHN-Ellwood City Health Center,304 Evans Drive,Ellwood City,Pennsylvania,16117,Lawrence,0,0,0,1,16,1,POINT (-80.275909 40.868201)
AHN-HWP PHARMACY,12311 Perry Highway,Wexford,PA,15090,Allegheny,7,14,0,657,32,673,POINT (-80.062157 40.636304)
FPC -Mt Pleasant Mills Fam Practice Cntr,9627 Route 35,Mount Pleasant Mills,Pennsylvania,17853,Snyder,0,0,0,4,2,0,POINT (-77.022271 40.721775)
CHOP Care Network-Paoli,2 Industrial Boulevard,Paoli,Pennsylvania,19301,Chester,10,0,0,822,661,474,POINT (-75.498307 40.042792)
MLHC-Paoli Hospital,255 W LANCASTER AVE,Paoli,Pennsylvania,19301,Chester,10,0,0,28,155,90,POINT (-75.499817 40.042098)
Lower Merion Family Medicine,145 N. Narberth Ave 1st Fl,Narberth,Pennsylvania,19072,Montgomery,0,0,0,0,271,0,POINT (-75.260547 40.006722)
Fox Chase Cancer Center Buckingham,2365 Heritage Center Drive,Furlong,Pennsylvania,18925,Bucks,0,0,0,1,9,0,POINT (-75.08428 40.29061)
RBJ ENT Inc The Med Shoppe 1094,132 West Mahoning Street,Punxsutawney,Pennsylvania,15767,Jefferson,0,0,0,55,42,98,POINT (-78.972087 40.943274)
Family First Health-Gettysburg Center,Peebles Plaza 1275-17 York Road,Gettysburg,Pennsylvania,17325,Adams,0,0,0,15,0,0,
Fam Hlth Clinic of Bk Susquehanna,2872 Turnpike Street,Susquehanna,Pennsylvania,18847,Susquehanna,0,0,0,146,3,0,POINT (-75.594016 41.947372)
Keystone Family Medicine Chambersburg,820 Fifth Avenue,Chambersburg,Pennsylvania,17201,Franklin,0,10,0,4,7,0,POINT (-77.645016 39.945085)
Child Hosp of Philadelphia Main,34th Street and Civic Center Boulevard,Philadelphia,Pennsylvania,19104,Philadelphia,0,0,0,0,0,50,POINT (-75.192906 39.948669)
Hazleton Urgent Care,101 South Church Street,Hazleton,Pennsylvania,18201,Luzerne,0,0,0,0,0,385,POINT (-75.978349 40.952191)
RHC McKinney Clinic,1084 Route 315,Wilkes Barre,Pennsylvania,18702,Luzerne,0,0,0,0,15,0,POINT (-75.824533 41.255135)
Ped Specialists of Franklin Cnty,27 Vista Dr,Waynesboro,Pennsylvania,17268,Franklin,0,0,0,0,2486,0,POINT (-77.566626 39.752702)
BRADDOCK FAMILY HEALTH CENTER,404 BRADDOCK AVE,Braddock,Pennsylvania,15104,Allegheny,0,0,0,0,131,0,POINT (-79.871236 40.404898)
Chester County Health Dept,601 Westtown Road Personal Health Service,West Chester,Pennsylvania,19382,Chester,18,17,0,936,110,0,POINT (-75.584731 39.957921)
Chambers Apothecary,278 Lincoln Way East,Chambersburg,Pennsylvania,17201,Franklin,0,0,0,636,501,37,POINT (-77.657428 39.936982)
Encompass Hth Rehab Hosp of Erie,143 East Second Street,Erie,Pennsylvania,16507,Erie,0,0,0,1,0,90,POINT (-80.084887 42.134402)
Trilogy Mission Rx LLC dba PCA Pbg,307 23rd Street Extension,SHARPSBURG,Pennsylvania,15215,Allegheny,0,0,0,23,47,0,POINT (-79.910239 40.495161)
Diamond Drugs Inc dba Diamond Pharm Svc,645 Kolter Drive,Indiana,Pennsylvania,15701,Indiana,0,0,0,0,102,0,POINT (-79.17264 40.608775)
Reinhardt Family Practice PC,1701 12th Ave Bldg G,Altoona,Pennsylvania,16601,Blair,0,0,0,52,318,0,POINT (-78.407683 40.513006)
PHN-Schuylkill Community Health Center,210 Sunbury Street,Minersville,Pennsylvania,17954,Schuylkill,0,0,0,27,41,0,POINT (-76.261083 40.691073)
UPMC Wellsboro,32-36 Central Ave UMC Wellsboro Pharmacy,Wellsboro,Pennsylvania,16901,Tioga,9,6,0,514,1,163,POINT (-77.299641 41.745656)
Penn State Health Cmty Vax Site-Dauphin,30 E Granada Ave,Hershey,Pennsylvania,17033,Dauphin,17,0,0,26,117,120,POINT (-76.646724 40.284914)
Penn Highlands Huntingdon,1225 Warm Springs Avenue,Huntingdon,Pennsylvania,16652,Huntingdon,0,0,0,65,2,0,POINT (-78.013908 40.493656)
TwinsRx LLC DBA Keystone Pharmacy,8279 State Route 22 Ste 10,New Alexandria,Pennsylvania,15670,Westmoreland,0,0,0,0,54,40,POINT (-79.423046 40.398241)
PHN-Sharon Medical Group-Suite 2,63 Pitt St,Sharon,Pennsylvania,16146,Mercer,2,0,0,31,58,0,POINT (-80.507917 41.23373)
Warminster Medical Associates,350 W. Street  Road,Warminster,Pennsylvania,18974,Bucks,0,0,0,0,231,0,POINT (-75.090521 40.201422)
UPMC-CHILDRENS HOSPITAL OF PITTSBURGH,4401 Penn Avenue,Pittsburgh,Pennsylvania,15224,Allegheny,2,0,0,1,32,0,POINT (-79.952992 40.466049)
Wellspan Surgical and Rehab Hospital,55 Monument Rd,York,Pennsylvania,17403,York,0,0,0,0,90,0,POINT (-76.716898 39.923277)
Mon-Vale Prim Care Pract-Finleyville,6108 Brownsville Road Ext  Suite 204,Finleyville,Pennsylvania,15332,Washington,0,0,0,0,3,0,POINT (-80.003092 40.266598)
Graham Medical Clinic,100 South High Street,Newville,Pennsylvania,17241,Cumberland,0,0,0,2,0,0,POINT (-77.397268 40.169962)
VDI-Wiley Pharmacy Of Strasburg,300 HISTORIC DR,Strasburg,PA,17579,Lancaster,0,1,0,167,9,149,POINT (-76.176718 39.987783)
Black Creek Health Center,75 Pineapple Street,Nuremberg,Pennsylvania,18241,Schuylkill,0,0,0,2,44,0,
Triangle Pharmacy,89 S Main St,Mountain Top,Pennsylvania,18707,Luzerne,0,0,0,2,216,0,POINT (-75.890405 41.157224)
KRHC-Mountain Top Area Med Center,402 East Sycamore Road PO Box 398,Snow Shoe,Pennsylvania,16874,Centre,0,0,0,46,0,9,POINT (-77.940833 41.026651)
Family First Hlth Hannah Penn Ctr,415 East Boundary Avenue,York,Pennsylvania,17403,York,0,8,0,269,28,10,POINT (-76.715299 39.957203)
Beittel Becker Pediatric Associates,2150 Noll Drive,Lancaster,Pennsylvania,17603,Lancaster,0,10,3,219,114,10,POINT (-76.361115 40.04772)
Heritage Valley Health System-Beaver,1000 Dutch Ridge Road,Beaver,Pennsylvania,15009,Beaver,8,13,0,20,19,0,POINT (-80.324352 40.710345)
Wellspan Family Medicine Hayshire,2775 North George Street,York,Pennsylvania,17406,York,0,0,0,0,247,0,POINT (-76.733148 40.005186)
SCI-Phoenix,1200 Mokychic Drive,Collegeville,PA,19426,Montgomery,5,1,0,70,468,270,
EASTON HOSPITAL,PHARMACY DEPT 250 SOUTH 21ST STREET,Easton,Pennsylvania,18042,Northampton,5,0,0,30,10,1500,
Hilltop Community Healthcare Center,151 Ruth Street Rear of Building,Pittsburgh,Pennsylvania,15211,Allegheny,0,0,0,0,216,400,POINT (-80.004986 40.423009)
UPMC-CCP-Sarver,619 South Pike Road,Sarver,Pennsylvania,16055,Butler,0,10,0,610,61,216,POINT (-79.72171 40.702073)
Lebanon Valley Family Medicine-Palmyra,1400 South Forge Road,Palmyra,Pennsylvania,17078,Lebanon,0,0,0,0,1,0,POINT (-76.576423 40.296115)
Wilkes-Barre General Hospital,575 North River Street Pharmacy Department,Wilkes Barre,Pennsylvania,18764,Luzerne,13,0,0,51,7199,800,POINT (-75.868165 41.258261)
Franklin County SHC,375 Floral Avenue,Chambersburg,Pennsylvania,172013494,Franklin,0,0,0,0,50,0,POINT (-77.655995 39.928458)
Tower Health Fam Med-Birdsboro THMG,321 N Furnace Street,Birdsboro,Pennsylvania,19508,Berks,0,0,0,36,0,0,POINT (-75.808611 40.267088)
Oasis Lifecare LLC,1526 Martin Street,State College,Pennsylvania,16803,Centre,0,0,0,8,13,0,POINT (-77.891815 40.804844)
FPC-Sunbury Family Practice Center,409 N 4th Street,Sunbury,Pennsylvania,17801,Northumberland,0,0,0,3,1,0,POINT (-76.788614 40.865865)
Preferd Prim Cre Phys PPCP,701 Technology Dr MANOR OAK II,Canonsburg,Pennsylvania,15317,Washington,0,0,0,2,391,0,
Fresenius Kidney Cre Sth Allentwn,2820 Mitchell Ave.,Allentown,Pennsylvania,18103,Lehigh,0,0,0,19,0,0,POINT (-75.481033 40.560689)
Safe Care Express PLLC,1802 STATE HILL ROAD,Wyomissing,Pennsylvania,19610,Berks,0,0,0,12,1262,0,POINT (-75.975109 40.338718)
Lehigh Valley Health Network-Cedar Crest,1200 S. CEDAR CREST BLVD,Allentown,Pennsylvania,18103,Lehigh,10,8,0,66,0,0,POINT (-75.518672 40.566772)
Centre Volunteers in Medicine,2520 Green Tech Dr.,State College,Pennsylvania,16803,Centre,20,24,0,2139,75,1924,POINT (-77.918776 40.813498)
Medicine Shoppe Pharmacy-353,2665 Brodhead Road,Aliquippa,Pennsylvania,15001,Beaver,0,0,0,0,379,437,POINT (-80.281208 40.605082)
VaxCare-Ultra Care PC,511 Pierce Street,Kingston,Pennsylvania,18704,Luzerne,0,0,0,492,562,1373,POINT (-75.883366 41.257403)
Cornerstone Care-Prim Care Ctr-Mt Morris,120 Locust Ave Ext *,Mount Morris,Pennsylvania,15349,Greene,0,0,0,10,13,0,POINT (-80.060817 39.734055)
Tri Cty Hth and Wellness Ctr,507 Kimberton Rd,Phoenixville,Pennsylvania,19460,Chester,0,0,0,110,601,71,POINT (-75.547056 40.129625)
Apple Occupational Med Srvs Worksite Med,510 Jamison Ave,Ellwood City,Pennsylvania,16117,Lawrence,0,0,0,0,28,21,POINT (-80.25932 40.860097)
Wellspan Fam Medicine-Roosevelt Avenue,1401 Roosevelt Avenue,York,Pennsylvania,17404,York,0,0,0,0,1,0,POINT (-76.758734 39.97938)
Highlands Hospital,401 East Murphy Ave,Connellsville,Pennsylvania,15425,Fayette,4,39,0,50,5,2129,POINT (-79.586201 40.023375)
Geisinger Encompass Hth Ltd Liab,64 Rehab Lane,Danville,Pennsylvania,17821,Montour,0,0,0,21,1,100,POINT (-76.600178 40.971417)
Lanap and Implant Ctr of PA,184 West Main Street Bldg 200,Collegeville,Pennsylvania,19426,Montgomery,0,0,0,0,0,26,POINT (-75.46951 40.195953)
CHOP Care Network-High Point,100 Manor Dr,Chalfont,Pennsylvania,18914,Bucks,0,0,0,0,1291,72,
Family Pharmacy of  Jessup,128 Constitution Ave,Jessup,Pennsylvania,18434,Lackawanna,0,0,0,0,13,182,POINT (-75.573827 41.476213)
KRHC-Ridgway Medical Center,49 Ridgmont Dr,Ridgway,Pennsylvania,15853,Elk,0,0,0,616,142,313,POINT (-78.743436 41.434856)
Family Medic Laureldale Tower Hlth Med Grp,3212 Kutztown Road,Laureldale,Pennsylvania,19605,Berks,0,0,0,0,61,18,POINT (-75.920253 40.384945)
Quality Pharmacy Retail,164 Medical Center Rd,Chicora,Pennsylvania,16025,Butler,0,0,0,0,1653,875,POINT (-79.749293 40.940075)
PENN INTERNAL MEDICINE WESTTOWN,210 Willowbrook Lane,West Chester,Pennsylvania,19382,Chester,0,0,0,69,3,84,POINT (-75.5856 39.943093)
WFM-Mont Alto Health Center,6155 Anthony Highway,Waynesboro,Pennsylvania,17268,Franklin,0,0,0,11,781,42,POINT (-77.567423 39.838297)
Lebanon County SHC,9 North 9th Street,Lebanon,Pennsylvania,17046,Lebanon,0,0,0,18,0,80,POINT (-76.42629 40.339479)
LGH-Family Medicine Buck,34 Fawn Drive,Quarryville,Pennsylvania,17566,Lancaster,0,0,0,68,11,0,POINT (-76.224377 39.871642)
Mill Run Community Pharmacy,404 NORTH ST,Meadville,Pennsylvania,16335,Crawford,0,0,0,40,9,0,POINT (-80.146565 41.640105)
Comm of Don Guanella and Div Provd,686 Old Marple Road,Springfield,Pennsylvania,19064,Delaware,0,0,0,36,0,1708,POINT (-75.352627 39.941166)
McKeesport Family Health Center,627 Lyle Blvd,Mc Keesport,Pennsylvania,15132,Allegheny,0,0,0,10,95,40,POINT (-79.858481 40.352177)
FPC-Watsontown Family Practice Center,12560 State Route 405,Watsontown,Pennsylvania,17777,Northumberland,0,0,0,13,1,0,POINT (-76.876934 41.099849)
George L Martin MD PC Allergy and Asthma,Lankenau Med. Bldg West 100 E. Lancaster Ave.,Wynnewood,Pennsylvania,19096,Montgomery,0,0,0,5,12,2,
Select Specialty Hospital-McKeesport,6 CRAWFORD VLG 1500 FIFTH AVENUE,Mc Keesport,Pennsylvania,15132,Allegheny,0,0,0,2,2,0,
VDI Prim Cre Pharm Srvcs Inc,27 Heckel Road,Mc Kees Rocks,Pennsylvania,15136,Allegheny,0,34,0,42,4,100,POINT (-80.092812 40.472378)
Fresenius Kidney Care-Lansdale,120 Medical Campus Drive,Lansdale,Pennsylvania,19446,Montgomery,0,0,0,2,0,0,POINT (-75.271313 40.251075)
Pharmacy Innovations,2936 W 17th Street,Erie,Pennsylvania,16505,Erie,0,0,0,0,21,0,POINT (-80.144485 42.095266)
Rosemont Pharmacy,1149 Lancaster Ave,Bryn Mawr,Pennsylvania,19010,Delaware,0,0,0,16,200,133,
Community Health Care RHC,550 West Walnut Street,Shamokin,Pennsylvania,17872,Northumberland,0,0,0,44,62,0,POINT (-76.562493 40.789811)
UPMC CCP Hummelstown,8105 Adams Drive,Hummelstown,Pennsylvania,17036,Dauphin,0,0,0,0,420,120,POINT (-76.746675 40.264591)
Mont Cty EMS Off Public Safety,EOC-50 Eagleville Road,Norristown,Pennsylvania,19403,Montgomery,1,2,0,218,3,84,POINT (-75.418787 40.158189)
Lion Pharm,10 West Broadway,Red Lion,Pennsylvania,17356,York,0,0,0,71,293,0,POINT (-76.60623 39.900756)
Abraxas Leadership Dev Program,10058 South Mountain Road PO Box 354,South Mountain,Pennsylvania,17261,Franklin,0,0,0,28,1,432,
Giant Eagle Pharmacy-2424,1300 Country Club Road,Monongahela,Pennsylvania,15063,Washington,0,0,0,0,6,0,POINT (-79.916074 40.171721)
SLUHN-Upper Bucks Campus,3000 St. Luke,Quakertown,Pennsylvania,18951,Bucks,0,0,0,0,225,0,
Wellspan Fam Med Granite Run,264 Granite Run Drive,Lancaster,Pennsylvania,17601,Lancaster,0,0,7,129,206,12,POINT (-76.332392 40.07589)
Jamestown Pharmacy,121 LIberty Street,Jamestown,Pennsylvania,16134,Mercer,0,0,0,54,185,0,POINT (-80.440662 41.484607)
Lepri-Ruane Inc DBA The Med Shopp 0874,2239 Pittston Ave.,Scranton,Pennsylvania,18505,Lackawanna,0,0,0,90,0,0,POINT (-75.681293 41.384806)
Mainline Pharmacy-Hastings,317 Beaver St.,Hastings,Pennsylvania,16646,Cambria,0,0,0,0,2457,1059,POINT (-78.712078 40.66563)
AHN-AC PRIME MED GROUP JEFFERSON,1200 Brooks Lane,Clairton,Pennsylvania,15025,Allegheny,0,0,1,250,15,0,POINT (-79.93876 40.315481)
Pittsburgh Family Practice-Lincoln,362 Lincoln Avenue,Pittsburgh,Pennsylvania,15202,Allegheny,0,0,0,675,177,0,POINT (-80.052316 40.493991)
Guthrie Clinic Dushore,102 East Main Street PO Box 417,Dushore,Pennsylvania,18614,Sullivan,0,0,0,19,189,6,POINT (-76.400602 41.524021)
AHN AC FM Crossroads Fam Prac,1181 STATE ROUTE 356,Leechburg,Pennsylvania,15656,Armstrong,0,6,0,188,63,0,POINT (-79.628318 40.616191)
VDI-ro Pharm of Pennsburg Inc,931 Main St,Pennsburg,Pennsylvania,18073,Montgomery,0,0,0,0,6219,33027,POINT (-75.489669 40.38726)
LGH-Downtown Family Medicine,540 North Duke Street,Lancaster,Pennsylvania,17602,Lancaster,0,0,1,41,64,6,POINT (-76.305303 40.046841)
Glendale Area Medical Association Inc,850 Main Street PO Box 375,Coalport,Pennsylvania,16627,Clearfield,0,0,0,10,0,0,POINT (-78.535026 40.747725)
PHN-Hoffman Memorial Medical Center,419 Kellys Way,East Brady,Pennsylvania,16028,Clarion,0,0,0,140,5,90,POINT (-79.615865 40.987406)
Pennsbury Pharmacy Inc,8545 NEW FALLS RD,Levittown,Pennsylvania,19054,Bucks,0,0,0,0,1722,0,POINT (-74.835365 40.170916)
SLPG Star Community Hlth Fam Pract Si,450 Chew Street,Allentown,Pennsylvania,18102,Lehigh,0,0,0,0,6,0,POINT (-75.469421 40.607597)
FPC-Harrisburg Commerce St Fam Prac Ctr,2850 Commerce Drive,Harrisburg,Pennsylvania,17110,Dauphin,0,0,0,0,109,0,POINT (-76.836167 40.312139)
Mead Avenue Family Practice,1086 Mead Avenue,Corry,Pennsylvania,16407,Erie,0,0,0,12,0,0,POINT (-79.644902 41.935633)
Total Access Medical LLC W Chester Off,1450 E. Boot Rd.,West Chester,Pennsylvania,19380,Chester,0,0,0,35,1,6,POINT (-75.555576 39.990445)
FPC-Lewisberry Red Cedar Fam Prac Center,689 Yorktown Rd,Lewisberry,Pennsylvania,17339,York,0,0,0,0,6,0,POINT (-76.828775 40.164674)
Lehigh Family and Geriatric Associates,143 Church Street,Phoenixville,Pennsylvania,19460,Chester,0,0,0,8,48,0,POINT (-75.512689 40.133255)
PAM Specialty Hospital of Wilkes-Barre,575 North River Street 7th floor,Wilkes Barre,Pennsylvania,18764,Luzerne,0,0,0,10,0,0,POINT (-75.868165 41.258261)
Boswell Pharmacy Services,131 Schoolhouse Rd. PO Box 266,Jennerstown,Pennsylvania,15547,Somerset,5,4,0,215,2,140,
CareATC Burle Business Park,1042 New Holland Ave,Lancaster,Pennsylvania,17601,Lancaster,0,0,0,0,0,40,POINT (-76.283654 40.055928)
Yorke Pharmacy,5524 new falls road,Levittown,Pennsylvania,19056,Bucks,0,0,0,124,704,0,POINT (-74.871435 40.143256)
VHP Center For Womens Medicine,1627 Chew Street  # 1 Lehigh Valley Hospital,Allentown,Pennsylvania,18105,Lehigh,0,0,0,2,98,40,
VaxCare-Vlly Med Ctr Pennsburg,2781 Geryville Pike,Pennsburg,Pennsylvania,18073,Montgomery,0,0,0,8,0,0,POINT (-75.473467 40.409871)
VaxCare-Bucks Family Medicine,2346 Trenton Road,Levittown,Pennsylvania,19056,Bucks,0,0,0,0,442,2494,POINT (-74.883012 40.163569)
Greater Lehigh Family Medicine,4379 Easton Avenue,Bethlehem (Part-Northampton),Pennsylvania,18020,Northampton,0,0,0,0,100,365,POINT (-75.310574 40.666272)
MLHC-Urgent Care in Wynnewood,306 E Lancaster Avenue,Wynnewood,PA,19096,Montgomery,0,0,0,0,569,108,POINT (-75.265316 39.993375)
PHN-Ebensburg Health Center,152 Zeman Drive,Ebensburg,Pennsylvania,15931,Cambria,0,0,0,0,17,2,POINT (-78.759169 40.465784)
Margiotti and Kroll Pedia Newtwn,671 Newtown-Yardley Rd.,Newtown,Pennsylvania,18940,Bucks,0,0,0,0,258,740,POINT (-74.920435 40.229428)
Genoa Healthcare-Reading,645 PENN ST,Reading,Pennsylvania,19601,Berks,0,0,0,17,474,0,POINT (-75.924467 40.335241)
SCI-Mahanoy,301 Morea Rd.,Frackville,Pennsylvania,17932,Schuylkill,20,1,0,7,217,175,POINT (-76.203324 40.782027)
DOWNINGTOWN FAMILY PRACTICE,99 MANOR AVENUE,DOWNINGTOWN,PENNSYLVANIA,19335,Chester,0,0,0,0,7,0,POINT (-75.707234 40.005788)
GEISINGER-LEWISTOWN HOSPITAL,400 Highland Ave Pharmacy Dept. 6th floor,Lewistown,Pennsylvania,17044,Mifflin,1,0,0,99,156,479,POINT (-77.567402 40.617853)
Suburban Fam Med at Norristown,2705 Dekalb Pike,Norristown,Pennsylvania,19401,Montgomery,0,0,0,0,26,4,POINT (-75.315271 40.138979)
Dialysis Clinic Inc-Seven Fields,201 HIGHPOINTE BLVD,Mars,Pennsylvania,16046,Butler,0,0,0,97,28,0,POINT (-80.061236 40.68782)
Keystone Womens Care,830 5th Avenue,Chambersburg,Pennsylvania,17201,Franklin,0,0,0,2,0,140,POINT (-77.644983 39.945106)
VDI-Brown Pharmacy Troy,63 Canton Street,Troy,Pennsylvania,16947,Bradford,0,9,0,58,5,118,POINT (-76.792119 41.77575)
Community Health Clinic-Greensburg,218 South Maple Avenue,Greensburg,Pennsylvania,15601,Westmoreland,0,0,0,30,666,200,POINT (-79.542686 40.300958)
Tri County Health and Wellness Center,507 Kimberton Rd,Phoenixville,Pennsylvania,19460,Chester,1,0,0,9,121,0,POINT (-75.547056 40.129625)
