Clinic_Name,Clinic_Street_Address,Clinic_City,Clinic_State,Clinic_Zip,County,Broken_Vial_Syringe,Vaccine_Drawn_But_Not_Administer,Lost_Or_Unaccounted_For_Vaccine,Open_Vial_But_Not_Administered,Other,Spoilage,Georeferenced Latitude & Longitude
Redstone Pharmacy,322 3rd St,California,Pennsylvania,15419,Washington,0,0,0,338,13,281,POINT (-79.890793 40.066566)
Wellspan Fam Med Plymouth Rd,1010 PLYMOUTH RD,York,Pennsylvania,17402,York,0,0,0,15,332,0,POINT (-76.666351 39.959724)
Centre County SHC,246 West Hamilton Avenue,State College,Pennsylvania,16801,Centre,0,0,0,10,0,0,POINT (-77.857057 40.787572)
VDI-Wiley Pharmacy Of Strasburg,300 HISTORIC DR,Strasburg,PA,17579,Lancaster,0,1,0,149,9,49,POINT (-76.176718 39.987783)
Anuva Health by Cerner,51 Valley Stream Pkwy 1st Fl,Malvern,Pennsylvania,19355,Chester,0,0,0,0,8,0,POINT (-75.523725 40.058302)
VDI-Millers Pharmacy,Rt 6 Farm and home plaza,Wyalusing,Pennsylvania,18853,Bradford,0,0,0,55,3,3,
UPMC CCP Healthquest Pedia Hampton,4490 Mt Royal Blvd,Allison Park,Pennsylvania,15101,Allegheny,0,0,0,0,1951,604,POINT (-79.952144 40.583847)
Redners Pharmacy #21,191 MANHEIM ROAD,SCHUYLKILL HAVEN,PA,17972,Schuylkill,0,0,0,0,20,0,POINT (-76.160512 40.643212)
Pocono Adult and Ped Medic Grp,302 East Brown Street,East Stroudsburg,Pennsylvania,18301,Monroe,0,0,0,0,817,0,POINT (-75.16856 40.994929)
PHN-Sharon Medical Group Pediatrics,63 Pitt Street,Sharon,Pennsylvania,16146,Mercer,0,0,0,27,602,0,POINT (-80.507917 41.23373)
Berks Genesis Family Medicine PC,1555 Schuylkill Ave,Reading,Pennsylvania,19601,Berks,0,0,0,480,17,1194,POINT (-75.951142 40.358611)
Adagio Health-New Castle,200 South Jefferson Street,New Castle,Pennsylvania,16101,Lawrence,0,0,0,313,180,1630,POINT (-80.34712 40.997881)
Penn St Hlth St Joseph Med Ctr,2500 BERNVILLE RD PHARMACY,Reading,Pennsylvania,19605,Berks,1,1,0,57,39,0,POINT (-75.977661 40.376717)
Bryce Jordan Center,127 Bryce Jordan Center,University Park,Pennsylvania,16802,Centre,3,0,0,64,41,2999,POINT (-77.855606 40.808632)
LGH-Sycamore Square Family Medicine,99 Masonic Drive,Elizabethtown,Pennsylvania,17022,Lancaster,0,0,0,11,381,19,POINT (-76.61079 40.145496)
Union Medical - Water Street,304 North Water Street,Lancaster,Pennsylvania,17603,Lancaster,0,0,0,0,4,0,POINT (-76.309347 40.042516)
Stanton Negley Drug Co,804 N Negley Ave,Pittsburgh,Pennsylvania,15206,Allegheny,0,0,0,40,2605,9,POINT (-79.926244 40.471693)
Dialysis Clinic Inc-Seven Fields,201 HIGHPOINTE BLVD,Mars,Pennsylvania,16046,Butler,0,0,0,95,28,0,POINT (-80.061236 40.68782)
LVPG Family Medicine-Laurys Station,5649 Wynnewood Drive,Laurys Station,Pennsylvania,18059,Lehigh,0,0,0,0,1,0,POINT (-75.535107 40.727653)
Patient Care Pharmacy,422 S Duke Street,Lancaster,Pennsylvania,17602,Lancaster,0,0,0,334,15,882,POINT (-76.3018 40.034179)
Wellspan Chambersburg Hospital,112 N. 7th Street,Chambersburg,Pennsylvania,17201,Franklin,0,0,0,0,0,140,POINT (-77.647781 39.934359)
Guthrie Dushore Family Practice,102 East Main Street PO Box 417,Dushore,Pennsylvania,18614,Sullivan,0,0,0,10,26,0,POINT (-76.400602 41.524021)
North Penn Comprehensive Hth Srvs,7 Water St,Wellsboro,Pennsylvania,16901,Tioga,0,0,0,8,227,10,POINT (-77.301143 41.749471)
Brooks Medical Arts Inc-Clarion,180 Greenville Avenue,Clarion,Pennsylvania,16214,Clarion,0,0,0,51,98,10,POINT (-79.380086 41.204905)
WINDBER MEDICAL CENTER,600 SOMERSET AVENUE,Windber,Pennsylvania,15963,Somerset,0,10,0,376,35,686,POINT (-78.837917 40.242123)
GIANT PHARMACY-6443,925 NORLAND AVENUE,CHAMBERSBURG,PA,17201,Franklin,0,1,0,13,735,0,POINT (-77.6307 39.940982)
WVU Med Fayette Phy Net Connellsvil,224 Memorial Blvd,Connellsville,Pennsylvania,15425,Fayette,0,0,0,50,352,823,POINT (-79.594121 40.023923)
Tioga County SHC,44 Plaza Lane,Wellsboro,Pennsylvania,16901,Tioga,0,0,0,27,0,0,POINT (-77.282076 41.744872)
GVH Primary Care Harleysville,176 Main Street,Harleysville,Pennsylvania,19438,Montgomery,0,0,0,1,37,200,POINT (-75.368751 40.262499)
Family First Health-Lebanon Center,300 Willow Street,Lebanon,Pennsylvania,17046,Lebanon,0,0,0,271,147,0,POINT (-76.417454 40.341124)
PHN-Greenville Community Health Center,348 Main Street,Greenville,Pennsylvania,16125,Mercer,0,0,0,6,23,0,POINT (-80.378736 41.408391)
LM JADE INC DBA THE MED SHOPPE #0077,1000 MARKET ST,Bloomsburg,Pennsylvania,17815,Columbia,0,0,0,0,51,0,POINT (-76.451584 40.994416)
Community Pharmacy,1256 Pennsylvania Ave,Tyrone,Pennsylvania,16686,Blair,10,0,0,1651,0,432,POINT (-78.237087 40.673369)
Heritage Valley HS- Sewickley,720 Blackburn Road,Sewickley,Pennsylvania,15143,Allegheny,0,0,0,1,0,0,POINT (-80.178756 40.543523)
Doylestown Hospital,595 W State St,Doylestown,Pennsylvania,18901,Bucks,26,7,0,258,1797,532,POINT (-75.149462 40.302538)
MDS RX,246 Friendship Cir,Beaver,Pennsylvania,15009,Beaver,10,16,0,379,35,953,POINT (-80.328004 40.705732)
LGH-COMPREHENSIVE CARE MEDICINE,554 N Duke St Fl 3,Lancaster,Pennsylvania,17602,Lancaster,0,0,0,5,15,0,POINT (-76.30545 40.047623)
UPMC Pinnacle Hanover,300 HIGHLAND AVENUE,HANOVER,PENNSYLVANIA,17331,York,0,0,0,13,206,0,POINT (-76.983731 39.807981)
WORKNET Occutl Med Lancaster,241 Rohrerstown Road,Lancaster,Pennsylvania,17603,Lancaster,0,0,0,108,0,0,POINT (-76.363113 40.045766)
Twr Hth Urgent Cre Plymouth Meetng,580 W Germantown Pike,Plymouth Meeting,Pennsylvania,19462,Montgomery,0,0,0,24,46,0,POINT (-75.285893 40.117127)
AHN Deer Lakes-Oakmont,333 Allegheny Ave,Oakmont,Pennsylvania,15139,Allegheny,0,0,0,0,530,0,POINT (-79.843414 40.515565)
LM JADE INC DBA THE MED SHOP #0077,1000 MARKET ST,Bloomsburg,Pennsylvania,17815,Columbia,0,0,0,0,855,0,POINT (-76.45164 40.994486)
Impact Health,1016 W 9th Ave,King of Prussia,Pennsylvania,19406,Montgomery,0,33,0,253,30,1488,POINT (-75.415045 40.100754)
Community Health and Dental Care- Pottstown,351 W Schuylkill Ave,Pottstown,Pennsylvania,19465,Chester,0,0,0,5,0,0,POINT (-75.662171 40.233362)
CCN America LP,333 Penn Center Blvd,Pittsburgh,Pennsylvania,15235,Allegheny,0,0,0,127,8,30,POINT (-79.811846 40.427651)
GIANT PHARMACY-6005,6560 CARLISLE PIKE,MECHANICSBURG,PA,17050,Cumberland,0,0,0,806,1851,80,POINT (-77.029936 40.246134)
UPMC CCP Erie,3580 Peach Street,Erie,Pennsylvania,16508,Erie,0,0,0,0,1868,0,POINT (-80.080368 42.099674)
AHOLD USA-GIANT PHARMACY-6481,10 E RIDGE PIKE,Conshohocken,Pennsylvania,19428,Montgomery,0,0,0,615,1671,292,POINT (-75.284956 40.093887)
Curahealth Pittsburgh,7777 Steubenville Pike,Oakdale,Pennsylvania,15071,Allegheny,0,0,0,2,0,0,POINT (-80.209893 40.440138)
GIANT PHARMACY-6335,2641 MACARTHUR ROAD,WHITEHALL,PA,18052,Lehigh,0,0,0,37,2179,716,POINT (-75.493171 40.645387)
Excela Health Westmoreland Hospital,532 West Pittsburgh Street,Greensburg,Pennsylvania,15601,Westmoreland,0,0,0,159,292,4468,POINT (-79.555426 40.301303)
Evangelical Community Hospital,1 Hospital Drive,Lewisburg,Pennsylvania,17837,Union,18,65,0,884,977,1316,POINT (-76.885857 40.980223)
AK Steel Butler Works,1 Armco Drive Attn: Plant Medical,Lyndora,Pennsylvania,16045,Butler,0,0,0,7,211,0,POINT (-79.921488 40.84813)
Advocare Broomall Peds-West Chester,1246 West Chester Pike,West Chester,Pennsylvania,19382,Chester,0,0,0,451,105,144,POINT (-75.557246 39.968171)
Duquesne Uni-Ctr for Pharm Care,1000 Fifth Avenue Muldoon Building,Pittsburgh,Pennsylvania,15282,Allegheny,0,0,0,548,1213,132,POINT (-79.990785 40.438802)
VDI-Port Allegany Phamacy,54-56 North Main street,Port Allegany,Pennsylvania,16743,McKean,0,0,0,43,1162,7,POINT (-78.283786 41.815498)
FPC-Lykens Family Practice Center,517 South Street,Lykens,Pennsylvania,17048,Dauphin,0,0,0,13,159,0,POINT (-76.703073 40.565158)
Village Pharmacy at Springhouse,1121 N. Bethlehem Pike,Spring House,Pennsylvania,19477,Montgomery,0,0,0,206,1380,1128,POINT (-75.225448 40.189257)
FPC-Shamokin Dam Family Practice Center,3057 N Susquehanna Trail PO Box 310,Shamokin Dam,Pennsylvania,17876,Snyder,0,0,0,0,4,0,POINT (-76.821551 40.84706)
Bath Rx Inc,310 South Walnut St,Bath,Pennsylvania,18014,Northampton,0,0,0,0,35,0,POINT (-75.392723 40.723163)
SLUHN-Upper Bucks Campus,3000 St Lukes Dr,Quakertown,Pennsylvania,18951,Bucks,0,0,0,0,225,0,
VDI Moshannon Vlly Phar Philpsbrg,208 Medical Center Drive,Philipsburg,Pennsylvania,16866,Centre,0,0,0,65,0,0,POINT (-78.206865 40.90701)
Astis South Hills Pharmacy Retail,250 MOUNT LEBANON BLVD,Pittsburgh,Pennsylvania,15234,Allegheny,0,0,0,11,710,691,POINT (-80.03749 40.368461)
LVPG Pediatrics-Trexlertown,6900 Hamilton Blvd PO Box 60,Trexlertown,Pennsylvania,18087,Lehigh,0,0,0,3,1003,110,POINT (-75.594111 40.551734)
Childrens Hospital of Philadelphia-Main,34th Street and Civic Center Boulevard,Philadelphia,Pennsylvania,19104,Philadelphia,0,0,0,14,0,108,POINT (-75.192906 39.948669)
UPMC CCP Greenville Pediatrics,90 Shenango Street,Greenville,Pennsylvania,16125,Mercer,0,0,0,70,380,609,POINT (-80.384643 41.40745)
UPMC CCP Norwin,8791 Barnes Lake Road,North Huntingdon,Pennsylvania,15642,Westmoreland,0,0,0,311,3,1444,POINT (-79.691599 40.316243)
FMC-Donora,470 Galiffa Drive,Donora,Pennsylvania,15033,Washington,0,0,0,1,1,0,POINT (-79.855468 40.174057)
Wellspan Family Medicine-Spring Grove,430 North Main Street,Spring Grove,Pennsylvania,17362,York,0,0,0,0,8,0,POINT (-76.862402 39.884143)
Guthrie Clinic-Tunkhannock,512 Towne Plaza,Tunkhannock,Pennsylvania,18657,Wyoming,0,0,0,29,640,12,POINT (-75.946633 41.538739)
Chalfont Pharmacy Inc,1700 Horizon Dr,Chalfont,Pennsylvania,18914,Bucks,0,0,0,8,3363,591,POINT (-75.218679 40.261089)
WVU Med Fayette Phy Netwrk Uniontwn,201 Mary Higginson Lane,Uniontown,Pennsylvania,15401,Fayette,0,0,0,870,299,1944,POINT (-79.755502 39.911017)
AHOLD USA-GIANT PHARMACY-6289,2104 VAN REED ROAD,WEST LAWN,PA,19609,Berks,0,0,0,226,2158,50,POINT (-76.000781 40.342179)
Wellspan York Hosp Comm Hlth Cntr,605 S George St,York,PA,17403,York,0,0,0,0,60,0,POINT (-76.72347 39.954412)
VDI-Lenox Pharmacy,5879 SR 92,Kingsley,Pennsylvania,18826,Susquehanna,0,0,0,65,533,280,POINT (-75.673062 41.711994)
STATE COLLEGE DIALYSIS,500 SCIENCE PARK RD,State College,Pennsylvania,16803,Centre,0,0,0,1,1,0,POINT (-77.897885 40.780322)
Guthrie Clinic Mansfield,63 South Main Street,Mansfield,Pennsylvania,16933,Tioga,0,0,0,0,100,0,POINT (-77.077395 41.805331)
Centerville Clinics-Uniontown,86 McClellandtown Rd,Uniontown,Pennsylvania,15401,Fayette,10,0,0,46,1372,20,POINT (-79.73609 39.902345)
UPMC-Absolute Primary Care,20630 Route 19,Cranberry Twp,Pennsylvania,16066,Butler,0,0,0,8,560,180,POINT (-80.104128 40.706023)
MLHC-Lankenau Medical Center,100 E LANCASTER AVE Inpatient Pharmacy,Wynnewood,Pennsylvania,19096,Montgomery,0,0,0,0,261,0,POINT (-75.265557 39.993575)
Clinton County SHC,215 East Church Street,Lock Haven,Pennsylvania,17745,Clinton,0,0,0,10,0,0,POINT (-77.443111 41.135807)
DCI Renal Srvs of Pbg LLC North V,613 E Pittsburgh McKeesport Blvd,North Versailles,Pennsylvania,15137,Allegheny,0,0,0,189,12,0,POINT (-79.827955 40.372984)
LVPG Pediatrics-Palmer,3701 Corriere Road,Easton,Pennsylvania,18045,Northampton,0,0,0,0,305,0,
Fam Phys Assoc Inc New Cumberlnd,1900 Bridge Street,New Cumberland,Pennsylvania,17070,Cumberland,0,0,0,0,40,0,POINT (-76.88463 40.239575)
Centerville Clinics-Carmichaels,601 West George Street,Carmichaels,Pennsylvania,15320,Greene,0,0,0,7,1020,110,POINT (-79.983245 39.890707)
PPCP-Kotar Kolpo-Oxford Drive,2000 Oxford Drive,Bethel Park,Pennsylvania,15102,Allegheny,0,0,0,0,508,0,POINT (-80.051455 40.343814)
St. Lukes University Hlth Network-Lehigh,GNADEN HUETTEN HOSPITAL PHARMACY DEP 211 NORTH 12TH STREET,Lehighton,Pennsylvania,18235,Carbon,7,1,0,18,25,0,
Genoa Healthcare 20348,807 Lawn Ave,Sellersville,Pennsylvania,18960,Bucks,0,0,0,147,7,601,POINT (-75.32722 40.364441)
Linesville Pharmacy,123 West Erie Street,Linesville,Pennsylvania,16424,Crawford,0,0,0,0,2,589,POINT (-80.422758 41.656236)
THE CHESTER COUNTY HOSPITAL,PHARMACY 701 EAST MARSHALL STREET,WEST CHESTER,PENNSYLVANIA,19380,Chester,1,1,1,35,529,4,
The Procter And Gamble Paper Prod Comp,5188 Rt 87,Mehoopany,Pennsylvania,18629,Wyoming,0,0,0,4,8,0,
Encompass Hlth Rehab Hospital,175 Lancaster Boulevard,Mechanicsburg,Pennsylvania,17055,Cumberland,0,0,0,4,4,0,POINT (-76.97439 40.210368)
Armstrong Primary Care-West Hills,300 Medical Arts Building,Kittanning,Pennsylvania,16201,Armstrong,0,0,0,4,0,0,
Penn Medicine Lancaster General FM Leola,146 East Main Street,Leola,Pennsylvania,17540,Lancaster,0,0,0,0,0,13,POINT (-76.169072 40.090931)
Geisinger Bloomsburg Hospital,549 Fair Street,Bloomsburg,Pennsylvania,17815,Columbia,0,0,0,15,399,55,POINT (-76.45324 41.00839)
WellSpan OB/GYN Ephrata,175 Martin Avenue,Ephrata,Pennsylvania,17522,Lancaster,0,6,0,0,174,0,POINT (-76.184275 40.186886)
GIANT PHARMACY-6117,10 NEWPORT ROAD,LEOLA,PA,17540,Lancaster,0,0,0,96,881,210,POINT (-76.190375 40.087067)
Encompass Hlth Rehab Hosp Nittany Vge,550 W. College Avenue,Pleasant Gap,Pennsylvania,16823,Centre,0,0,0,1,3,0,POINT (-77.757992 40.860513)
PMA-Pediatrics Penn Hills,310 Rodi Road,Pittsburgh,Pennsylvania,15235,Allegheny,0,0,0,0,122,0,POINT (-79.823874 40.460699)
FPC-Montoursville Family Practice Center,1500 Broad St,Montoursville,Pennsylvania,17754,Lycoming,0,0,0,1,8,0,POINT (-76.900042 41.246108)
GIANT PHARMACY-6442,116 WEST TOWNSHIP LINE RD,HAVERTOWN,PA,19083,Delaware,6,0,0,97,1807,186,POINT (-75.298891 39.966478)
East End Family Health Center,745 N Negley Ave,Pittsburgh,Pennsylvania,15206,Allegheny,0,0,0,57,288,73,POINT (-79.926429 40.471273)
Wellspan Fam Medic 207 Fulton St,207 W Fulton Street,Ephrata,Pennsylvania,17522,Lancaster,0,0,0,0,2,0,POINT (-76.1832 40.180344)
Riccio Family Pharmacy,2217 Bristol Pike,Bensalem,Pennsylvania,19020,Bucks,0,0,0,361,166,0,POINT (-74.950644 40.077534)
Zephyr Pharmacy,1618 Schadt Ave,Whitehall,Pennsylvania,18052,Lehigh,0,0,0,0,267,231,POINT (-75.491074 40.641623)
GIANT PHARMACY-6065,1360 COLUMBIA AVENUE,LANCASTER,PA,17603,Lancaster,1,0,0,1424,1309,20,POINT (-76.340425 40.038229)
Hershey Long Term Care Pharmacy,1200 GRUBB STREET,Palmyra,Pennsylvania,17078,Lebanon,4,0,0,163,0,0,POINT (-76.574468 40.301683)
Towne Drugs,227 Commercial Ave,ASPINWALL,Pennsylvania,15215,Allegheny,0,30,0,863,44,829,POINT (-79.904015 40.49015)
UPMC-EPN Primary Care West,1101 Peninsula Drive,Erie,Pennsylvania,16505,Erie,0,0,0,7,108,12,POINT (-80.14641 42.101157)
Union Medical-New Holland Ave,802 New Holland Avenue,Lancaster,Pennsylvania,17602,Lancaster,0,0,0,0,176,0,POINT (-76.289584 40.051741)
Lackawanna County Prison Medical,1371 N. Washington Ave.,Scranton,Pennsylvania,18509,Lackawanna,0,0,0,0,12,0,POINT (-75.647634 41.42244)
AHOLD USA-GIANT PHARMACY-6087,2415 E MARKET STREET,YORK,PA,17402,York,0,0,0,198,1144,90,POINT (-76.678572 39.974533)
GIANT PHARMACY-6319,202 CHESTNUT ST,Coplay,Pennsylvania,18037,Lehigh,0,0,0,12,2941,0,POINT (-75.493657 40.673844)
LGHP-Roseville Pediatrics-CityGate,1570 Fruitville Pike 1st Floor CityGate Corporate Center,Lancaster,Pennsylvania,17601,Lancaster,0,0,0,45,975,12,
Penn Highlands Brookville,100 Hospital Road,Brookville,Pennsylvania,15825,Jefferson,0,0,0,10,0,0,POINT (-79.092884 41.156473)
Knights Medical Associates,3034 Knights Rd,Bensalem,Pennsylvania,19020,Bucks,0,0,0,0,515,0,POINT (-74.95024 40.105358)
Pittsburgh Mercy Family Health Center,249 South 9th Street Bldg 4 1st Floor,Pittsburgh,Pennsylvania,15203,Allegheny,0,0,0,0,379,19,POINT (-79.989908 40.430888)
TwinsRx LLC DBA Keystone Pharmacy,8279 State Route 22 Ste 10,New Alexandria,Pennsylvania,15670,Westmoreland,0,0,0,0,54,40,POINT (-79.423046 40.398241)
Penn St Hlth Cmty Vax Site Centre,32 Colonnade Way,State College,Pennsylvania,16803,Centre,0,0,0,564,65,28,POINT (-77.905338 40.810793)
UPMC CCP S Hills Ped Assoc Jffersn,1925 Route 51 South,Clairton,Pennsylvania,15025,Allegheny,0,204,0,280,1443,12,POINT (-79.913123 40.290443)
Burns Pharmacy,82 N Pennsylvania Ave,Morrisville,Pennsylvania,19067,Bucks,0,0,0,0,14,40,POINT (-74.776635 40.209881)
Laurel Pediatrics of Wellsboro,1-B Main Street,Wellsboro,Pennsylvania,16901,Tioga,0,0,0,0,16,0,POINT (-77.297968 41.75064)
Wellspan Ped  Medic joppa Rd,2675 Joppa Rd,York,Pennsylvania,17403,York,0,0,0,18,467,78,POINT (-76.708461 39.907751)
VDI-Redners Pharmacy #20,5471 Pottsville Pike,Leesport,Pennsylvania,19533,Berks,0,0,0,15,0,0,POINT (-75.952021 40.442806)
The Hometown Pharmacy-New Castle 2,2016 W STATE ST,New Castle,Pennsylvania,16101,Lawrence,0,0,0,8,962,67,POINT (-80.379021 41.006967)
Fresenius Medical Care-Mon Valley,17 Arentzen Blvd,Charleroi,Pennsylvania,15022,Washington,0,0,0,2,0,0,POINT (-79.886244 40.120551)
Mainline Pharmacy-Hastings,317 Beaver St.,Hastings,Pennsylvania,16646,Cambria,0,0,0,0,2457,1059,POINT (-78.712078 40.66563)
VDI-Wileys Pharmacy Lancaster,903 NISSLEY RD,Lancaster,Pennsylvania,17601,Lancaster,0,0,0,0,368,0,POINT (-76.396925 40.066678)
Carbon County State Health Center,101 Lehigh Drive,Lehighton,Pennsylvania,18235,Carbon,0,0,0,135,9,30,POINT (-75.707124 40.83434)
FPC-Middleburg Family Practice Center,1 Dock Hill Road,Middleburg,Pennsylvania,17842,Snyder,0,0,0,2,1,0,POINT (-77.031795 40.789558)
WellSpan Family Med North Fourth Street,30 North 4th Street 2nd Floor,Lebanon,Pennsylvania,17046,Lebanon,0,0,0,0,6,0,POINT (-76.417952 40.340772)
Grane Supply Inc West Chester,550 E Union St,West Chester,Pennsylvania,19382,Chester,0,0,0,566,328,2571,POINT (-75.593667 39.960911)
Fresenius Kidney Care Services-DuBois,635 Maple Avenue,Du Bois,Pennsylvania,15801,Clearfield,0,0,0,0,8,0,POINT (-78.749315 41.115914)
WellSpan OB/GYN-Stony Brook,"4222 E Market St, Lincoln Hwy",York,Pennsylvania,17406,York,0,0,0,18,100,0,
DH Broderman Internal Medicine,2325 Heritage Center Drive,Furlong,Pennsylvania,18925,Bucks,0,0,0,0,617,0,POINT (-75.084182 40.290632)
Canadohta Lake Health Center,35255 Brown Hill Road,Union City,Pennsylvania,16438,Erie,0,0,0,0,415,103,POINT (-79.849136 41.792247)
GHS JNJ  Ft Washington,7050 Camp Hill Road,Fort Washington,Pennsylvania,19034,Montgomery,0,0,0,82,20,0,POINT (-75.205319 40.127367)
Liberty Dialysis,90 West Chestnut St 100EW,Washington,Pennsylvania,15301,Washington,0,0,0,15,38,0,POINT (-80.247542 40.172187)
KRHC-Cameron County HC-MAIN,90 East 2nd Street,Emporium,Pennsylvania,15834,Cameron,0,0,0,517,0,326,POINT (-78.235651 41.510151)
Fresenius Kidney Care Bethlehem,2014 city line rd,bethlehem,Pennsylvania,18017,Northampton,0,0,0,0,5,0,POINT (-75.419005 40.654402)
Horsham Pharmacy LLC,316 Horsham Road Suite E,Horsham,Pennsylvania,19044,Montgomery,30,0,0,2946,758,269,POINT (-75.135545 40.181869)
CHOP Care Network-West Chester,770 Miles Rd,West Chester,Pennsylvania,19380,Chester,0,0,0,49,3048,969,POINT (-75.627925 39.96405)
AHN AC FM Squirrel Hill Prim Cre,5889 Forbes Ave,Pittsburgh,Pennsylvania,15217,Allegheny,0,0,0,5,318,5,POINT (-79.919553 40.438044)
Norristown Hlth Cntr-Montgom Cnty,1430 DeKalb Street 2nd Floor,Norristown,Pennsylvania,19404,Montgomery,20,0,0,7045,310,4478,POINT (-75.332915 40.123731)
PHN-Sandy Lake Community Health Center,3205 S. Main Street,Sandy Lake,Pennsylvania,16145,Mercer,0,0,0,1,0,0,POINT (-80.080676 41.346083)
UPMC-CCP-Rochester,300 Brighton Avenue,Rochester,Pennsylvania,15074,Beaver,0,0,0,33,1352,228,POINT (-80.287132 40.702541)
Darlings Sugar Grove Healthmart Pharmacy,17 Forest St,Sugar Grove,Pennsylvania,16350,Warren,0,0,0,4,58,0,POINT (-79.341241 41.982825)
Physicians Care Surgical Hospital,454 Enterprise Drive,Royersford,Pennsylvania,19468,Montgomery,0,0,0,2,0,0,POINT (-75.553707 40.216786)
VDI-Primary Care Pharmacy Services Inc,27 Heckel Road,Mc Kees Rocks,Pennsylvania,15136,Allegheny,0,0,0,2,0,0,POINT (-80.092812 40.472378)
Wellspan Family Medicine-Wheatlyn,235 Rosedale Drive,Manchester,Pennsylvania,17345,York,2,0,0,0,0,0,POINT (-76.725856 40.049036)
Fam Hlth Clinic of Bk Susquehanna,2872 Turnpike Street,Susquehanna,Pennsylvania,18847,Susquehanna,0,0,0,146,3,0,POINT (-75.594016 41.947372)
Lehigh Vlly Hth Network Cedar Crest,1200 S. CEDAR CREST BLVD,Allentown,Pennsylvania,18103,Lehigh,0,0,0,25,0,0,POINT (-75.518672 40.566772)
Mt Bethel Pharmacy,2165 mt bethel highway,Mount Bethel,Pennsylvania,18343,Northampton,0,28,0,200,532,52220,POINT (-75.119975 40.898051)
UPMC CCP Mt Lebanon Pediatrics,603 Washington Road,Pittsburgh,Pennsylvania,15228,Allegheny,0,0,0,0,1507,0,POINT (-80.043919 40.383082)
MNPG Bellefonte Pediatrics,129 Medical Park Lane MNPG Pediatrics Bellefonte,Bellefonte,Pennsylvania,16823,Centre,0,0,0,0,588,0,POINT (-77.748973 40.915242)
DAUPHIN COUNTY PRISON,MEDICAL OFFICE 501 MALL ROAD,HARRISBURG,PENNSYLVANIA,17111,Dauphin,0,0,0,5,5,0,
Fresenius Medical Care-Shaler,880 Butler Street,Pittsburgh,Pennsylvania,15223,Allegheny,0,0,0,0,1,0,POINT (-79.94636 40.510634)
FPC Mifflintown Fam Prac Cntr,2813 Industrial Park Road,Mifflintown,Pennsylvania,17059,Juniata,0,0,0,10,206,251,POINT (-77.368389 40.583512)
RHC McKinney Clinic,1084 Route 315,Wilkes Barre,Pennsylvania,18702,Luzerne,0,0,0,0,15,0,POINT (-75.824533 41.255135)
Concentra Medical Center-Harrisburg,4200 Union Deposit Rd.,Harrisburg,Pennsylvania,17111,Dauphin,0,0,0,0,1,0,POINT (-76.816388 40.278983)
GIANT PHARMACY-6265,1201 KNAPP ROAD,NORTH WALES,PA,19454,Montgomery,0,0,0,3,2796,0,POINT (-75.254038 40.233246)
CCP Heritage,3720 Market St,Camp Hill,Pennsylvania,17011,Cumberland,0,0,0,66,1909,316,POINT (-76.945804 40.238907)
Safe Care Express PLLC,1802 STATE HILL ROAD,Wyomissing,Pennsylvania,19610,Berks,0,0,0,12,1262,0,POINT (-75.975109 40.338718)
Public Drug,6925 Ludlow Street,Upper Darby,Pennsylvania,19082,Delaware,0,0,0,186,460,83,POINT (-75.260184 39.961256)
SLPG-Easton Area Family Medicine,2925 William Penn Hwy,Easton,Pennsylvania,18045,Northampton,0,0,0,233,37,90,POINT (-75.258523 40.678839)
LGHP-Family Medicine Red Rose,955 East King Street,Lancaster,Pennsylvania,17602,Lancaster,0,0,0,7,50,0,POINT (-76.284566 40.039976)
Lansdale Hospital,100 Medical Campus Drive,Lansdale,Pennsylvania,19446,Montgomery,0,0,0,119,127,2505,POINT (-75.270823 40.250795)
FPC Lewisburg Fam Prac Cntr,131 JPM Road Suite A,Lewisburg,Pennsylvania,17837,Union,0,0,0,52,1117,40,POINT (-76.891814 40.976035)
Margiotti and Kroll Pediatrics-Newtown,671 Newtown-Yardley Rd.,Newtown,Pennsylvania,18940,Bucks,0,0,0,0,18,0,POINT (-74.920435 40.229428)
