,Clinic_Name,Clinic_Street_Address,Clinic_City,Clinic_State,Clinic_Zip,County,Broken_Vial_Syringe,Vaccine_Drawn_But_Not_Administer,Lost_Or_Unaccounted_For_Vaccine,Open_Vial_But_Not_Administered,Other,Spoilage,Total Wastage,Georeferenced Latitude & Longitude
180,MLHC-Lankenau Medical Center,100 E LANCASTER AVE Inpatient Pharmacy,Wynnewood,Pennsylvania,19096,Montgomery,0,0,0,0,261,0,261,-75.265557 39.993575
181,Clinton County SHC,215 East Church Street,Lock Haven,Pennsylvania,17745,Clinton,0,0,0,10,0,0,10,-77.443111 41.135807
182,Union Community Care,304 North Water Street,Lancaster,Pennsylvania,17603,Lancaster,0,0,0,0,39,30,69,-76.309347 40.042516
183,Fam Phys Assoc Inc New Cumberlnd,1900 Bridge Street,New Cumberland,Pennsylvania,17070,Cumberland,0,0,0,0,40,0,40,-76.88463 40.239575
184,PHN-Altoona Community Health Center,1701 12th Avenue Altoona,Altoona,Pennsylvania,16601,Blair,0,0,0,0,70,0,70,-78.407288 40.51322
185,Wellspan Aspers Health Center,2060 Carlisle Road,Aspers,Pennsylvania,17304,Adams,0,0,0,0,121,0,121,-77.232765 39.983045
186,St. Lukes University Hlth Network-Lehigh,GNADEN HUETTEN HOSPITAL PHARMACY DEP 211 NORTH 12TH STREET,Lehighton,Pennsylvania,18235,Carbon,7,1,0,18,25,0,51,
187,Ricardo T. Carter M.D.,310 Electric Avenue,Lewistown,Pennsylvania,17044,Mifflin,0,0,0,0,3,0,3,-77.567461 40.6163
188,THE CHESTER COUNTY HOSPITAL,PHARMACY 701 EAST MARSHALL STREET,WEST CHESTER,PENNSYLVANIA,19380,Chester,1,1,1,35,529,4,571,
189,The Procter And Gamble Paper Prod Comp,5188 Rt 87,Mehoopany,Pennsylvania,18629,Wyoming,0,0,0,4,8,0,12,
190,Encompass Hlth Rehab Hospital,175 Lancaster Boulevard,Mechanicsburg,Pennsylvania,17055,Cumberland,0,0,0,4,4,0,8,-76.97439 40.210368
191,Armstrong Primary Care-West Hills,300 Medical Arts Building,Kittanning,Pennsylvania,16201,Armstrong,0,0,0,4,0,0,4,
192,Penn Medicine Lancaster General FM Leola,146 East Main Street,Leola,Pennsylvania,17540,Lancaster,0,0,0,0,0,13,13,-76.169072 40.090931
193,Jersey Shore Hospital,1020 Thompson Street,Jersey Shore,Pennsylvania,17740,Lycoming,0,0,0,22,55,429,506,-77.267956 41.201647
194,Central Outreach Wellness Center,127 ANDERSON ST,Pittsburgh,Pennsylvania,15212,Allegheny,0,1,0,84,780,493,1358,-80.000677 40.448772
195,Encompass Hlth Rehab Hosp Nittany Vge,550 W. College Avenue,Pleasant Gap,Pennsylvania,16823,Centre,0,0,0,1,3,0,4,-77.757992 40.860513
196,FPC-Montoursville Family Practice Center,1500 Broad St,Montoursville,Pennsylvania,17754,Lycoming,0,0,0,1,8,0,9,-76.900042 41.246108
197,The Medicine Center,2209 Macdade Blvd,Holmes,Pennsylvania,19043,Delaware,0,0,0,353,63,71,487,-75.309446 39.897997
198,AHN Bloomfield Primary Care,4747 Liberty Avenue,Pittsburgh,Pennsylvania,15224,Allegheny,0,0,0,25,0,0,25,-79.948531 40.461406
199,Pottstown Hlth Center-Montgom Cnty,364 King Street,Pottstown,Pennsylvania,19464,Montgomery,0,0,0,186,0,735,921,-75.645012 40.246054
200,Hillcrest Pharm Compounding of Lanc,3985 Columbia Ave Unit 2,Columbia,Pennsylvania,17512,Lancaster,0,0,0,726,80,175,981,-76.453422 40.036764
201,CMU Student Health Services,1060 Morewood Avenue,Pittsburgh,Pennsylvania,15213,Allegheny,0,6,0,59,34,0,99,-79.942754 40.445125
202,FPC-Lykens Family Practice Center,517 South Street,Lykens,Pennsylvania,17048,Dauphin,0,0,0,13,141,0,154,-76.70289 40.565154
203,Hershey Long Term Care Pharmacy,1200 GRUBB STREET,Palmyra,Pennsylvania,17078,Lebanon,4,0,0,163,0,0,167,-76.574468 40.301683
204,GHS-Johnson and Johnson Malvern,200 Great Valley Parkway,Malvern,Pennsylvania,19355,Chester,0,0,0,0,13,0,13,-75.54523 40.060584
205,Lackawanna County Prison Medical,1371 N. Washington Ave.,Scranton,Pennsylvania,18509,Lackawanna,0,0,0,0,12,0,12,-75.647634 41.42244
206,Nemours DuPont Pediatrics-Paoli,1676  E Lancaster Avenue,Paoli,Pennsylvania,19301,Chester,0,0,0,0,240,0,240,-75.47045 40.042348
207,Meadville Medical Center,751 Liberty Street,Meadville,Pennsylvania,16335,Crawford,0,0,0,19,7,6,32,-80.146336 41.641788
208,WellSpan Fam Med-Stony Brook,4222 Lincoln Hwy,York,PA,17406,York,0,0,0,0,41,0,41,-76.630695 39.996212
209,Pediatric Associates of Kingston,451 3rd Avenue Suite 1,Kingston,Pennsylvania,18704,Luzerne,0,0,0,125,320,590,1035,-75.881787 41.259779
210,Penn Highlands Brookville,100 Hospital Road,Brookville,Pennsylvania,15825,Jefferson,0,0,0,10,0,0,10,-79.092884 41.156473
211,Pittsburgh Mercy Family Health Center,249 South 9th Street Bldg 4 1st Floor,Pittsburgh,Pennsylvania,15203,Allegheny,0,0,0,0,379,19,398,-79.989908 40.430888
212,VDI-Applebys Drug Store Inc,133 East Shirley Street,Mount Union,Pennsylvania,17066,Huntingdon,0,0,0,8,317,0,325,-77.87744 40.381296
213,WellSpan OB/GYN-Gettysburg,450 S. Washington St,Gettysburg,PA,17325,Adams,0,0,0,0,58,0,58,-77.23326 39.824523
214,Burns Pharmacy,82 N Pennsylvania Ave,Morrisville,Pennsylvania,19067,Bucks,0,0,0,0,14,40,54,-74.776635 40.209881
215,Fresenius Medical Care-Mon Valley,17 Arentzen Blvd,Charleroi,Pennsylvania,15022,Washington,0,0,0,2,0,0,2,-79.886244 40.120551
216,Wellspan Pediatrics Cornwall Rd,618 Cornwall Road Bldg #2,Lebanon,Pennsylvania,17042,Lebanon,0,0,14,14,22,0,50,-76.425001 40.329167
217,FPC-Middleburg Family Practice Center,1 Dock Hill Road,Middleburg,Pennsylvania,17842,Snyder,0,0,0,2,1,0,3,-77.031795 40.789558
218,WellSpan Family Med North Fourth Street,30 North 4th Street 2nd Floor,Lebanon,Pennsylvania,17046,Lebanon,0,0,0,0,6,0,6,-76.417952 40.340772
219,Temple Fam Med Fort Washingt,515 Pennsylvania Avenue,Fort Washington,Pennsylvania,19034,Montgomery,0,0,0,0,37,0,37,-75.206327 40.134534
220,Fresenius Kidney Care Services-DuBois,635 Maple Avenue,Du Bois,Pennsylvania,15801,Clearfield,0,0,0,0,8,0,8,-78.749315 41.115914
221,Keith Sadel MD Internl Med LLC,715 Cherry Ln 2nd floor,Southampton,Pennsylvania,18966,Bucks,0,0,0,16,61,27,104,-75.041593 40.173599
222,Lackawanna County SHC,100 Lackawanna Avenue,Scranton,Pennsylvania,18503,Lackawanna,0,0,0,2,102,0,104,-75.670697 41.410333
223,Penn Med Lancaster General FM Leola,146 East Main Street,Leola,Pennsylvania,17540,Lancaster,0,0,0,0,59,6,65,-76.169072 40.090931
224,VDI-Townville Pharmacy,2195 Route 442 Hwy,Muncy,Pennsylvania,17756,Lycoming,0,0,0,154,561,0,715,
225,Perry Physicians PC,4570 Valley Rd,Shermans Dale,Pennsylvania,17090,Perry,0,0,0,19,418,0,437,-77.158983 40.319332
226,DVCH Norristwn Regi Hlth Cntr,1401 DeKalb St,Norristown,Pennsylvania,19401,Montgomery,0,0,0,27,70,0,97,-75.333335 40.123435
227,PHN-Sandy Lake Community Health Center,3205 S. Main Street,Sandy Lake,Pennsylvania,16145,Mercer,0,0,0,1,0,0,1,-80.080676 41.346083
228,Venango County SHC,3298 State Route 257 PO Box 191,Seneca,Pennsylvania,16346,Venango,0,0,0,40,0,225,265,-79.703496 41.382086
229,Mercer Pharmacy,737 Greenville Road,Mercer,Pennsylvania,16134,Mercer,0,0,0,44,98,27,169,-80.247945 41.247872
230,Darlings Sugar Grove Healthmart Pharmacy,17 Forest St,Sugar Grove,Pennsylvania,16350,Warren,0,0,0,4,58,0,62,-79.341241 41.982825
231,Physicians Care Surgical Hospital,454 Enterprise Drive,Royersford,Pennsylvania,19468,Montgomery,0,0,0,2,0,0,2,-75.553707 40.216786
232,Allghny Cnty Hlth Dept-Immuniz Cl,425 1st Avenue,Pittsburgh,Pennsylvania,15219,Allegheny,0,0,0,959,8,579,1546,-79.9995 40.436835
233,Colonial Pharmacy,708 Ekastown Rd PO Box 123,Sarver,Pennsylvania,16055,Butler,0,0,0,8,239,0,247,-79.77776 40.712276
234,VDI-Primary Care Pharmacy Services Inc,27 Heckel Road,Mc Kees Rocks,Pennsylvania,15136,Allegheny,0,0,0,2,0,0,2,-80.092812 40.472378
235,Wellspan Family Medicine-Wheatlyn,235 Rosedale Drive,Manchester,Pennsylvania,17345,York,2,0,0,0,0,0,2,-76.725856 40.049036
236,Fam Hlth Clinic of Bk Susquehanna,2872 Turnpike Street,Susquehanna,Pennsylvania,18847,Susquehanna,0,0,0,146,3,0,149,-75.594016 41.947372
237,Lehigh Vlly Hth Network Cedar Crest,1200 S. CEDAR CREST BLVD,Allentown,Pennsylvania,18103,Lehigh,0,0,0,25,0,0,25,-75.518672 40.566772
238,State College Family Medicine,2188 Sandy Dr,State College,Pennsylvania,16803,Centre,0,0,0,21,4,8,33,-77.901296 40.782338
239,Mon Vale Prim Cre Prac Finleyville,6108 Brownsville Road Ext  Suite 204,Finleyville,Pennsylvania,15332,Washington,0,0,0,0,18,0,18,-80.003092 40.266598
240,DAUPHIN COUNTY PRISON,MEDICAL OFFICE 501 MALL ROAD,HARRISBURG,PENNSYLVANIA,17111,Dauphin,0,0,0,5,5,0,10,
241,Fresenius Medical Care-Shaler,880 Butler Street,Pittsburgh,Pennsylvania,15223,Allegheny,0,0,0,0,1,0,1,-79.94636 40.510634
242,VDI-Lenox Pharmacy,5879 SR 92,Kingsley,Pennsylvania,18826,Susquehanna,0,0,0,37,144,0,181,-75.67306 41.711996
243,RHC McKinney Clinic,1084 Route 315,Wilkes Barre,Pennsylvania,18702,Luzerne,0,0,0,0,15,0,15,-75.824533 41.255135
244,Concentra Medical Center-Harrisburg,4200 Union Deposit Rd.,Harrisburg,Pennsylvania,17111,Dauphin,0,0,0,0,1,0,1,-76.816388 40.278983
245,Mansfield Laurel Health Center,416 South Main St,Mansfield,Pennsylvania,16933,Tioga,0,0,0,0,15,0,15,-77.075191 41.795338
246,Esposito Medical Associates LTD,599 North Church Street,Mount Pleasant,Pennsylvania,15666,Westmoreland,0,0,0,0,78,0,78,-79.544698 40.161317
247,Safe Care Express PLLC,1802 STATE HILL ROAD,Wyomissing,Pennsylvania,19610,Berks,0,0,0,12,1262,0,1274,-75.975109 40.338718
248,Impact Health,489 Shoemaker Road,King of Prussia,Pennsylvania,19406,Montgomery,0,33,0,111,15,474,633,-75.353077 40.082452
249,LGH-New Holland Family Medicine,676 East Main St,New Holland,Pennsylvania,17557,Lancaster,0,0,0,4,24,0,28,-76.067823 40.109986
250,Family Pharmacy of Olyphant,110 Delaware Ave,Olyphant,Pennsylvania,18447,Lackawanna,0,0,0,260,46,0,306,-75.603268 41.469251
251,Margiotti and Kroll Pediatrics-Newtown,671 Newtown-Yardley Rd.,Newtown,Pennsylvania,18940,Bucks,0,0,0,0,18,0,18,-74.920435 40.229428
252,Comm of Don Guanella and Divine Provid,686 Old Marple Road,Springfield,Pennsylvania,19064,Delaware,0,0,0,0,1,0,1,-75.353412 39.941044
253,UPMC-Latterman Family Health Center,2347 5th Avenue,Mc Keesport,Pennsylvania,15132,Allegheny,0,0,0,18,232,0,250,-79.836366 40.354359
254,Relevant Home Care Harrisburg PA,3544 N Progress Ave,Harrisburg,Pennsylvania,17110,Dauphin,0,0,0,17,3,0,20,-76.856163 40.316361
255,UPMC-FALK PHARMACY MTM,3601 Fifth Avenue Suite 211,Pittsburgh,Pennsylvania,15213,Allegheny,4,0,0,317,45,0,366,-79.959098 40.441328
256,PHN-Latrobe Health Center,529 Lloyd Ave,Latrobe,Pennsylvania,15650,Westmoreland,0,0,0,2,83,0,85,-79.392981 40.308888
257,Lockman and Lubell Ped Assoc,240 New York Drive,Fort Washington,Pennsylvania,19034,Montgomery,0,0,0,1133,2,0,1135,-75.199518 40.138944
258,Geisinger Encompass Hlth Ltd Liability,64 Rehab Lane,Danville,Pennsylvania,17821,Montour,0,0,0,0,2,0,2,-76.600898 40.9706
259,Central Pennsylvania Clinic,375 South Kishacoquillas Street,Belleville,Pennsylvania,17004,Mifflin,0,0,0,6,4,0,10,-77.712515 40.60043
260,UPMC Shadyside FHC Faculty,5215 Centre Avenue,Pittsburgh,Pennsylvania,15232,Allegheny,0,0,0,14,178,282,474,-79.940982 40.455196
261,AHN-AC PRIME MED GROUP JEFFERSON,1200 Brooks Lane,Clairton,Pennsylvania,15025,Allegheny,0,0,1,0,0,0,1,-79.938736 40.315477
262,Pleasant Valley Manor Nursing Home,4227 Manor Drive,Stroudsburg,Pennsylvania,18360,Monroe,0,0,0,0,24,10,34,-75.288197 40.949411
263,LGH-WALTER L. AUMENT FAMILY HC,317  Chestnut Street,Quarryville,Pennsylvania,17566,Lancaster,0,0,0,0,4,0,4,-76.169639 39.892638
264,FPC Shamokin Dam Fam Prac Cntr,3057 N Susquehanna Trail PO Box 310,Shamokin Dam,Pennsylvania,17876,Snyder,0,0,0,0,20,0,20,-76.821551 40.84706
265,Gateway Primary Care,142 Wallace Avenue,Downingtown,Pennsylvania,19335,Chester,0,0,0,0,687,100,787,-75.704037 40.011187
266,Hartzells Pharmacy,300 American Street,Catasauqua,Pennsylvania,18032,Lehigh,10,0,0,4,0,0,14,-75.467574 40.653713
267,New Paris Rural Health Clinic,4186 Cortland Drive,New Paris,Pennsylvania,15554,Bedford,0,0,0,1,0,0,1,-78.641008 40.110537
268,The Hometown Pharmacy-Dierkens,100 E Main St,Monongahela,Pennsylvania,15063,Washington,0,0,0,0,160,0,160,-79.921912 40.199775
269,Lehigh Valley Health Network,1200 S. CEDAR CREST BLVD,Allentown,Pennsylvania,18103,Lehigh,28,1,0,45,1,0,75,-75.518672 40.566772
270,WellSpan Internal Medicine Ephrata,"446 N Reading Rd, Suite 301",Ephrata,Pennsylvania,17522,Lancaster,0,0,0,0,91,0,91,-76.171237 40.195418
271,UPMC Prim Cre Ctr Turtle Creek,108 Penn Plaza,Turtle Creek,Pennsylvania,15145,Allegheny,0,0,0,0,90,0,90,-79.82636 40.405554
272,FPC Watsontown Fam Prac Ctr,12560 State Route 405,Watsontown,Pennsylvania,17777,Northumberland,0,0,0,5,1,0,6,-76.876934 41.099849
273,Wellspan Family Medicine-Frederick St,100 Frederick Street,Hanover,Pennsylvania,17331,York,0,0,0,2,0,80,82,-76.984982 39.799399
274,ECHS-Meadowbrook Family Medicine,337 West Main Street,Leola,Pennsylvania,17540,Lancaster,0,0,0,0,25,0,25,-76.215184 40.085081
275,FKC Hermitage 1009,3036 Innovation Way,Hermitage,Pennsylvania,16148,Mercer,0,0,0,0,2,0,2,-80.452266 41.217604
276,Stauffers of Kissel Hill Pharmacy,301 Rohrerstown Rd,Lancaster,Pennsylvania,17603,Lancaster,0,0,0,117,216,49,382,-76.362954 40.046823
277,GIANT PHARMACY-6442,116 WEST TOWNSHIP LINE RD,HAVERTOWN,PA,19083,Delaware,0,0,0,69,935,0,1004,-75.296082 39.967758
278,AFC Urgent Care Warrington,781 Easton Rd,Warrington,Pennsylvania,18976,Bucks,0,0,0,296,188,0,484,-75.137276 40.233789
279,Hope Pharmacy,7050 Terminal Sq,Upper Darby,Pennsylvania,19082,Delaware,0,0,0,0,26,1,27,-75.26293 39.961451
280,The Medicine Shoppe-Wilkes Barre,100 Hazle Street,Wilkes Barre,Pennsylvania,18702,Luzerne,0,0,0,0,3,0,3,-75.891345 41.238396
281,VDI-Choice Family Pharmacy Inc,8 South Sixth St,Mc Sherrystown,Pennsylvania,17344,Adams,0,0,0,55,106,0,161,
282,Gettysburg Cancer Center,20 Expedition Trail,Gettysburg,Pennsylvania,17325,Adams,0,3,0,3,3,0,9,-77.185382 39.845664
283,Norristown Hlth Cntr-Montgomery County,1430 DeKalb Street 2nd Floor,Norristown,Pennsylvania,19404,Montgomery,6,5,0,14,67,6,98,-75.332915 40.123731
284,Conemaugh Miners Medical Center,290 Haida Ave,Hastings,Pennsylvania,16646,Cambria,0,0,0,0,0,391,391,-78.705799 40.658913
285,Dr Esianor-Mitchual Dental PC,822 Marietta Avenue,Lancaster,Pennsylvania,17603,Lancaster,0,0,0,0,14,0,14,-76.32164 40.039831
286,WE CARE PHARMACY INC,3671 Crescent Ct E,Whitehall,Pennsylvania,18052,Lehigh,0,0,0,8,267,0,275,-75.495505 40.653285
287,Encompass Sewickley,351 Campmeeting Rd,Sewickley,Pennsylvania,15143,Allegheny,0,0,0,0,3,0,3,-80.201249 40.576452
288,Genesis Medical Associates Inc,8150 Perry Highway,Pittsburgh,Pennsylvania,15237,Allegheny,0,0,0,8,230,0,238,-80.038875 40.555375
289,CENTERVILLE CLINICS-FAIRCHANCE,93 N Morgantown Road,Fairchance,Pennsylvania,15436,Fayette,0,0,0,12,130,0,142,-79.753512 39.826113
290,Wellspan Family Medicine-East Berlin,105 4th Street,East Berlin,Pennsylvania,17316,Adams,0,0,0,0,1,0,1,-76.983643 39.938133
291,Nuway Pharmacy,1639 Hains Road,Levittown,Pennsylvania,19055,Bucks,0,0,0,0,2,0,2,-74.833322 40.13716
292,LCH La Comunidad Hispana,731 West Cypress Street,Kennett Square,Pennsylvania,19348,Chester,0,0,3,1,38,70,112,-75.722913 39.844136
293,WellSpan Internal Medicine-Red Lion,3065 Windsor Rd,Red Lion,PA,17356,York,0,6,0,12,112,0,130,-76.58011 39.902258
294,KRHC-Mountain Top Area Med Center,402 East Sycamore Road PO Box 398,Snow Shoe,Pennsylvania,16874,Centre,0,0,0,46,0,9,55,-77.940833 41.026651
295,Hamilton Health Center,110 South 17th Street,Harrisburg,Pennsylvania,17104,Dauphin,10,137,0,33,21,0,201,-76.863982 40.265624
296,Nemours DuPont Pediatrics-Exton,101 Arrandale Blvd,Exton,Pennsylvania,19341,Chester,0,0,0,31,11,0,42,-75.659323 40.021957
297,Family First Health-Lebanon Center,300 Willow Street,Lebanon,Pennsylvania,17046,Lebanon,0,0,0,110,63,0,173,-76.41717 40.341142
298,Vlly Med Ctr of Pennsburg LLC,2781 Geryville Pike,Pennsburg,Pennsylvania,18073,Montgomery,0,0,0,7,0,0,7,-75.473467 40.409871
299,VDI-Prim Cre Pharm Srvcs Inc,27 Heckel Road,Mc Kees Rocks,Pennsylvania,15136,Allegheny,0,0,0,263,718,0,981,-80.092812 40.472378
300,Cornerstone Care Ped Cntr of Washington,400 JEFFERSON AVE,Washington,Pennsylvania,15301,Washington,0,0,0,22,0,0,22,-80.25578 40.175301
301,PHN Shamokin Comm Hlth Ctr,531 North Franklin Street,Shamokin,Pennsylvania,17872,Northumberland,0,0,0,0,97,0,97,-76.550305 40.791462
302,Keystone Community Health Services,111 Chambers Hill Drive,Chambersburg,Pennsylvania,17201,Franklin,1,1,0,136,299,0,437,
303,Stanton Negley Drug Co,804 N Negley Ave,Pittsburgh,Pennsylvania,15206,Allegheny,0,0,0,9,37,9,55,-79.926244 40.471693
304,UPMC-Western Psych Institute and Clinic,3811 O'Hara Street,Pittsburgh,Pennsylvania,15213,Allegheny,12,0,0,0,1,0,13,-79.959784 40.443278
305,WellSpan Fam Med-Greencastle,24 Antrim Commons Drive,Greencastle,Pennsylvania,17225,Franklin,0,0,0,0,132,0,132,-77.728045 39.759207
306,LC Com VC Ctr,Park City Mall 600 Park City Center,Lancaster,Pennsylvania,17601,Lancaster,99,8,0,294,114,44,559,
307,Pottstown Discount Pharmacy,1501 E HIGH ST,Pottstown,Pennsylvania,19464,Montgomery,0,0,0,0,962,0,962,-75.615101 40.244049
308,Geisinger Community Medical Center,1822 Mulberry Street,Scranton,Pennsylvania,18510,Lackawanna,0,0,0,0,16,40,56,-75.64589 41.400717
309,Steel City South Pediatrics,3911 Saw Mill Run Blvd,Pittsburgh,Pennsylvania,15227,Allegheny,0,32,0,204,5,381,622,-79.983249 40.368743
310,Reading Opp Ctr for Children,Reading HS 801 N 13th Street,Reading,Pennsylvania,19604,Berks,0,0,0,4,0,0,4,
311,CHOP Care Network-Springfield,1001 Baltimore Pike,Springfield,Pennsylvania,19064,Delaware,0,0,0,0,530,0,530,-75.341507 39.914645
312,VDI-Stauffers Drug Store,149 E MAIN ST,New Holland,Pennsylvania,17557,Lancaster,0,0,0,2,39,25,66,-76.087448 40.103123
313,LM JADE INC. DBA THE MED SHOPPE #0077,1000 MARKET ST,Bloomsburg,Pennsylvania,17815,Columbia,0,0,0,0,24,20,44,-76.451584 40.994416
314,FPC-Mifflintown Family Practice Center,2813 Industrial Park Road,Mifflintown,Pennsylvania,17059,Juniata,0,0,0,56,36,0,92,-77.368467 40.583695
315,Beaver Falls Health Mart Pharmacy,1314 7th Ave,Beaver Falls,Pennsylvania,15010,Beaver,0,0,0,6,0,0,6,-80.319462 40.754529
316,The Hometown Pharmacy-Harmony,3 Northgate Pl Route 19 N,Harmony,Pennsylvania,16037,Butler,0,0,0,0,487,0,487,
317,Partners Pharmacy,3036 Emrick Boulevard,Bethlehem (Part-Northampton,Pennsylvania,18020,Northampton,0,2,0,11,0,0,13,-75.295102 40.664728
318,Integrated Medical Group PC-Green Hills,1903 Morgantown Road,Reading,Pennsylvania,19607,Berks,0,0,0,0,10,0,10,-75.923714 40.281153
319,Dao Pharm Inc DBA Rios Pharm,35 South Morton Ave.,Morton,Pennsylvania,19070,Delaware,0,0,0,0,625,113,738,-75.328135 39.906825
320,West Shore Family Practice PC,6375 MERCURY DR,Mechanicsburg,Pennsylvania,17050,Cumberland,0,0,0,0,340,0,340,-77.003879 40.251236
321,Wellspan Fam and Ped Med-Rothsville,2320 Rothsville Rd,Lititz,Pennsylvania,17543,Lancaster,0,0,0,0,196,0,196,-76.240405 40.152326
322,Bethlehem Pharmacy Rx Inc,817 East 4th Street,Bethlehem (Part-Northampton,Pennsylvania,18015,Northampton,0,0,0,12,606,1344,1962,-75.36709 40.610748
323,GIANT PHARMACY-6463,173 HOLLY ROAD,GILBERTSVILLE,PA,19525,Montgomery,0,0,0,76,869,14,959,-75.620261 40.334647
324,VDI-Park Avenue Pharmacy Inc,220 Park Ave,Chambersburg,Pennsylvania,17201,Franklin,0,0,0,665,409,0,1074,-77.647626 39.948047
325,PHN-New Castle Primary Care,1112 South Mill Street,New Castle,Pennsylvania,16101,Lawrence,1,0,0,0,2,0,3,-80.343873 40.987843
326,Gray Medical Associates,1599 Somerset Avenue,Windber,Pennsylvania,15963,Somerset,0,0,0,1,20,12,33,-78.829086 40.235339
327,Dialysis Care Center of Mechanicsburg,4 Flowers Dr,Mechanicsburg,Pennsylvania,17050,Cumberland,0,0,0,67,0,10,77,-77.03178 40.250342
328,AHN AC IM Murrysville Internal Med,4262 Old William Penn Highway,Murrysville,PA,15668,Westmoreland,0,0,0,0,1,0,1,-79.684914 40.42794
329,UPMC Pinnacle Harrisburg,RX DEPT 111 S FRONT ST,Harrisburg,Pennsylvania,17101,Dauphin,0,0,0,429,100,60,589,
330,Allied Services Pharmacy,100 Abington Executive Park,Clarks Summit,Pennsylvania,18411,Lackawanna,0,3,0,10,17,0,30,-75.712061 41.478001
331,UPMC-SMFHC-New Kensington,1072 5th Ave,New Kensington,Pennsylvania,15068,Westmoreland,0,0,0,20,245,368,633,-79.765787 40.567883
332,Encompass Health Rehab  Hosp of Altoona,2005 Valley View Boulevard,Altoona,Pennsylvania,16602,Blair,0,0,0,0,0,30,30,-78.392201 40.497995
333,Primary Care South,1000 Waterdam Plaza Dr,Mc Murray,Pennsylvania,15317,Washington,0,0,0,21,8,0,29,-80.134504 40.263402
334,Lower Merion Family Medicine,145 N. Narberth Ave 1st Fl,Narberth,Pennsylvania,19072,Montgomery,0,0,0,0,271,0,271,-75.260547 40.006722
335,GIANT PHARMACY-6300,3175 CAPE HORN ROAD,RED LION,PA,17356,York,0,0,0,169,340,84,593,-76.630756 39.917342
336,LGHP-Family Medicine Oxford,620 Spear St,Oxford,Pennsylvania,19363,Chester,0,0,0,4,64,0,68,-75.971452 39.783597
337,AHN-SVMG McClelland Family Practice,2240 East 38th Street,Erie,Pennsylvania,16510,Erie,0,0,0,3,0,0,3,-80.017741 42.120292
338,MLHC-Paoli Hospital,255 W LANCASTER AVE,Paoli,Pennsylvania,19301,Chester,10,0,0,28,155,90,283,-75.499817 40.042098
339,Cambria County SHC,184 Donald Lane,Johnstown,Pennsylvania,15904,Cambria,0,0,0,20,0,404,424,-78.841323 40.284729
340,Crozer-Chester Medical Center,1 Medical Center Blvd Department of Pharmacy,Upland,Pennsylvania,19013,Delaware,5,0,0,0,49,0,54,-75.369786 39.855608
341,FPC-Pagana Defazio Fam Practice Ctr,1072 MARKET ST,Sunbury,Pennsylvania,17801,Northumberland,0,0,0,0,3,0,3,-76.7837 40.858975
342,Welcome Pharmacy,1607 NORTHAMPTON ST,Easton,Pennsylvania,18042,Northampton,0,0,0,0,2,0,2,-75.234213 40.689931
343,Fox Chase Cancer Center Buckingham,2365 Heritage Center Drive,Furlong,Pennsylvania,18925,Bucks,0,0,0,1,9,0,10,-75.08428 40.29061
344,Franklin County SHC,375 Floral Avenue,Chambersburg,Pennsylvania,172013494,Franklin,0,0,0,0,50,0,50,-77.655995 39.928458
345,Fresenius Kidney Care Bethlehem,2014 city line rd,bethlehem,Pennsylvania,18017,Northampton,0,0,0,0,3,0,3,-75.419004 40.654402
346,Nells Pharmacy-Spry,2720 S Queen Street,York,Pennsylvania,17403,York,0,0,0,1,1,0,2,-76.680139 39.907563
347,VDI-Village Pharmacy Bessemer,1624 E Poland Rd,Bessemer,Pennsylvania,16112,Lawrence,0,0,0,0,170,0,170,-80.469431 40.975793
348,FPC-Southside Family Medicine,699 Hastings Street,South Williamsport,Pennsylvania,17702,Lycoming,0,0,0,0,76,0,76,-76.990231 41.228763
349,WellSpan Family Medicine-East Berlin,105 Fourth Street,East Berlin,PA,17316,Adams,0,0,0,0,13,0,13,-76.983643 39.938133
