"Age group","year","week","case_definition","White","Black/African American","American Indian","Asian/Pacific Islander","Multiracial","Hispanic","webDate"
"45-64",2021,16,"Completed vaccine series","39.6 %","37.7 %","41.3 %","43.2 %","34.6 %","33.5 %",2022-07-30
"19-44",2021,16,"Completed vaccine series","28.2 %","15.6 %","22.4 %","25.6 %","15.1 %","17.4 %",2022-07-30
"12-18",2021,16,"Completed vaccine series","2.7 %","1.1 %","2.1 %","3 %","0.8 %","1.5 %",2022-07-30
"12+",2021,16,"Completed vaccine series","41.9 %","22.9 %","30.3 %","31.3 %","16.8 %","20.1 %",2022-07-30
"65+",2021,15,"At least one vaccine dose","91.3 %","87.3 %","77.2 %","94 %","83.9 %","70.5 %",2022-07-30
"5-11",2021,15,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,15,"At least one vaccine dose","47.1 %","25.2 %","30.8 %","40.5 %","17.8 %","24.3 %",2022-07-30
"45-64",2021,15,"At least one vaccine dose","51.3 %","49 %","47.8 %","62.3 %","45.3 %","46.9 %",2022-07-30
"19-44",2021,15,"At least one vaccine dose","39.8 %","22.2 %","28.8 %","41.7 %","23.2 %","27.1 %",2022-07-30
"12-18",2021,15,"At least one vaccine dose","6.9 %","2.6 %","4.8 %","8.3 %","2.4 %","4.1 %",2022-07-30
"12+",2021,15,"At least one vaccine dose","51.3 %","29.9 %","35.9 %","46 %","23.3 %","29.1 %",2022-07-30
"65+",2021,15,"Completed vaccine series","85 %","74.8 %","72.5 %","83.7 %","76.1 %","61.6 %",2022-07-30
"45-64",2021,15,"Completed vaccine series","33.5 %","32.5 %","39 %","35.2 %","29.6 %","27.2 %",2022-07-30
"19-44",2021,15,"Completed vaccine series","24.3 %","13.9 %","20.8 %","21.4 %","13 %","14.5 %",2022-07-30
"12-18",2021,15,"Completed vaccine series","1.8 %","0.7 %","1.4 %","1.9 %","0.5 %","1 %",2022-07-30
"12+",2021,15,"Completed vaccine series","38 %","20.4 %","28.8 %","26.7 %","14.7 %","17 %",2022-07-30
"65+",2021,14,"At least one vaccine dose","90.1 %","84.4 %","76.5 %","91.6 %","82 %","68.3 %",2022-07-30
"5-11",2021,14,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,14,"At least one vaccine dose","43.7 %","22.6 %","29.2 %","34.5 %","15.6 %","21 %",2022-07-30
"45-64",2021,14,"At least one vaccine dose","46.6 %","44.3 %","46 %","53.9 %","40.5 %","41.2 %",2022-07-30
"19-44",2021,14,"At least one vaccine dose","35.2 %","19.1 %","26.6 %","34.1 %","19.6 %","22.8 %",2022-07-30
"12-18",2021,14,"At least one vaccine dose","4.8 %","1.7 %","3.3 %","5.4 %","1.5 %","2.7 %",2022-07-30
"12+",2021,14,"At least one vaccine dose","47.7 %","26.8 %","34.1 %","39.2 %","20.4 %","25.2 %",2022-07-30
"65+",2021,14,"Completed vaccine series","82.2 %","68.8 %","70.6 %","78.6 %","72.5 %","57.9 %",2022-07-30
"45-64",2021,14,"Completed vaccine series","27.1 %","26.5 %","36 %","26.9 %","23.8 %","18.9 %",2022-07-30
"19-44",2021,14,"Completed vaccine series","20.8 %","12 %","19 %","17.6 %","11 %","11 %",2022-07-30
"12-18",2021,14,"Completed vaccine series","1.2 %","0.5 %","0.8 %","1.2 %","0.3 %","0.6 %",2022-07-30
"12+",2021,14,"Completed vaccine series","34 %","17.5 %","26.7 %","22.2 %","12.6 %","13 %",2022-07-30
"65+",2021,13,"At least one vaccine dose","88.4 %","80.7 %","75.3 %","88.2 %","80 %","66.2 %",2022-07-30
"5-11",2021,13,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,13,"At least one vaccine dose","39 %","19.6 %","27.4 %","27.6 %","13.1 %","17.6 %",2022-07-30
"45-64",2021,13,"At least one vaccine dose","40.3 %","38.7 %","43.3 %","43.4 %","35 %","35.3 %",2022-07-30
"19-44",2021,13,"At least one vaccine dose","28.4 %","15.6 %","24.2 %","25.4 %","15.3 %","18.1 %",2022-07-30
"12-18",2021,13,"At least one vaccine dose","2.9 %","1.1 %","2.3 %","3.3 %","0.9 %","1.8 %",2022-07-30
"12+",2021,13,"At least one vaccine dose","42.5 %","23.2 %","32 %","31.4 %","17 %","21 %",2022-07-30
"65+",2021,13,"Completed vaccine series","76.5 %","60.9 %","68 %","70.6 %","66.9 %","52.3 %",2022-07-30
"45-64",2021,13,"Completed vaccine series","20.3 %","21 %","32.5 %","18.6 %","18.5 %","13.1 %",2022-07-30
"19-44",2021,13,"Completed vaccine series","16.3 %","9.5 %","16.7 %","12.8 %","8.4 %","8.2 %",2022-07-30
"12-18",2021,13,"Completed vaccine series","0.7 %","0.3 %","0.5 %","0.7 %","0.1 %","0.4 %",2022-07-30
"12+",2021,13,"Completed vaccine series","28.8 %","14.3 %","24.4 %","16.9 %","10.2 %","9.9 %",2022-07-30
"65+",2021,12,"At least one vaccine dose","86.5 %","77.2 %","74.2 %","84.7 %","77.3 %","63.6 %",2022-07-30
"45-64",2021,12,"At least one vaccine dose","33.8 %","32.8 %","40.8 %","34.6 %","29.2 %","28.8 %",2022-07-30
"19-44",2021,12,"At least one vaccine dose","23.3 %","13.2 %","21.7 %","19.8 %","12.2 %","14.4 %",2022-07-30
"12-18",2021,12,"At least one vaccine dose","1.8 %","0.8 %","1.6 %","2 %","0.5 %","1.1 %",2022-07-30
"12+",2021,12,"At least one vaccine dose","38 %","20.2 %","29.9 %","25.7 %","14.3 %","17.4 %",2022-07-30
"65+",2021,12,"Completed vaccine series","66.9 %","51.4 %","64 %","59.8 %","57.4 %","44.4 %",2022-07-30
"45-64",2021,12,"Completed vaccine series","16.4 %","17.2 %","29.9 %","14.4 %","14.7 %","10 %",2022-07-30
"19-44",2021,12,"Completed vaccine series","13.8 %","7.9 %","14.4 %","10.6 %","6.9 %","6.7 %",2022-07-30
"12-18",2021,12,"Completed vaccine series","0.4 %","0.2 %","0.3 %","0.4 %","0.1 %","0.3 %",2022-07-30
"12+",2021,12,"Completed vaccine series","24.5 %","11.9 %","22.1 %","13.8 %","8.4 %","8 %",2022-07-30
"65+",2021,11,"At least one vaccine dose","84.2 %","72.4 %","72.6 %","80.7 %","74.2 %","60.3 %",2022-07-30
"45-64",2021,11,"At least one vaccine dose","27.5 %","26.8 %","37.8 %","25.9 %","23.7 %","21.2 %",2022-07-30
"19-44",2021,11,"At least one vaccine dose","19.7 %","11.2 %","19.5 %","15.9 %","10.2 %","11 %",2022-07-30
"12-18",2021,11,"At least one vaccine dose","1.2 %","0.5 %","1 %","1.2 %","0.3 %","0.7 %",2022-07-30
"12+",2021,11,"At least one vaccine dose","34.1 %","17.4 %","27.8 %","21.1 %","12.3 %","13.7 %",2022-07-30
"65+",2021,11,"Completed vaccine series","54.8 %","42.9 %","60.4 %","45.9 %","47.1 %","36.5 %",2022-07-30
"45-64",2021,11,"Completed vaccine series","14.3 %","15.1 %","27.3 %","12.3 %","12.9 %","8.3 %",2022-07-30
"19-44",2021,11,"Completed vaccine series","12.3 %","6.9 %","12.4 %","9.3 %","6 %","5.7 %",2022-07-30
"12-18",2021,11,"Completed vaccine series","0.4 %","0.2 %","0.3 %","0.3 %","0.1 %","0.2 %",2022-07-30
"12+",2021,11,"Completed vaccine series","20.8 %","10.2 %","20.1 %","11.6 %","7.2 %","6.7 %",2022-07-30
"65+",2021,10,"At least one vaccine dose","80.9 %","66.2 %","70.6 %","75.2 %","70.2 %","56.4 %",2022-07-30
"5-11",2021,10,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,10,"At least one vaccine dose","27.7 %","12.5 %","22 %","15.3 %","8 %","8.4 %",2022-07-30
"45-64",2021,10,"At least one vaccine dose","21.3 %","21.6 %","34.6 %","18.8 %","18.8 %","13.6 %",2022-07-30
"19-44",2021,10,"At least one vaccine dose","16.8 %","9.7 %","17.6 %","13 %","8.6 %","7.8 %",2022-07-30
"12-18",2021,10,"At least one vaccine dose","0.7 %","0.4 %","0.7 %","0.8 %","0.2 %","0.4 %",2022-07-30
"12+",2021,10,"At least one vaccine dose","30.2 %","14.9 %","25.7 %","17.4 %","10.5 %","10 %",2022-07-30
"65+",2021,10,"Completed vaccine series","44.7 %","35.8 %","56.6 %","35.2 %","39.6 %","29.9 %",2022-07-30
"5-11",2021,10,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,10,"Completed vaccine series","16.4 %","7.5 %","15.5 %","8.8 %","4.9 %","4.7 %",2022-07-30
"45-64",2021,10,"Completed vaccine series","13 %","13.3 %","24.8 %","11 %","11.6 %","6.8 %",2022-07-30
"19-44",2021,10,"Completed vaccine series","11.4 %","6.2 %","10.6 %","8.5 %","5.4 %","4.9 %",2022-07-30
"12-18",2021,10,"Completed vaccine series","0.3 %","0.1 %","0.2 %","0.3 %","0.1 %","0.2 %",2022-07-30
"12+",2021,10,"Completed vaccine series","17.9 %","8.9 %","18.1 %","10 %","6.3 %","5.6 %",2022-07-30
"65+",2021,9,"At least one vaccine dose","71.7 %","54.1 %","66.8 %","62.6 %","60.6 %","47.6 %",2022-07-30
"5-11",2021,9,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,9,"At least one vaccine dose","23.8 %","10.6 %","20.4 %","12.5 %","6.7 %","6.7 %",2022-07-30
"45-64",2021,9,"At least one vaccine dose","16.8 %","18.2 %","31.9 %","14.2 %","15.3 %","9.9 %",2022-07-30
"19-44",2021,9,"At least one vaccine dose","14.4 %","8.5 %","15.9 %","10.9 %","7.2 %","6.4 %",2022-07-30
"12-18",2021,9,"At least one vaccine dose","0.5 %","0.3 %","0.5 %","0.5 %","0.1 %","0.3 %",2022-07-30
"12+",2021,9,"At least one vaccine dose","25.9 %","12.6 %","23.7 %","14.2 %","8.8 %","8 %",2022-07-30
"65+",2021,9,"Completed vaccine series","34.9 %","27.3 %","52.1 %","24.9 %","30.1 %","23.1 %",2022-07-30
"45-64",2021,9,"Completed vaccine series","11.2 %","11.4 %","21.3 %","9.6 %","9.9 %","5.7 %",2022-07-30
"19-44",2021,9,"Completed vaccine series","10.2 %","5.4 %","8.8 %","7.7 %","4.7 %","4.3 %",2022-07-30
"12-18",2021,9,"Completed vaccine series","0.3 %","0.1 %","0 %","0.2 %","0 %","0.2 %",2022-07-30
"12+",2021,9,"Completed vaccine series","14.8 %","7.5 %","15.8 %","8.5 %","5.3 %","4.7 %",2022-07-30
"65+",2021,8,"At least one vaccine dose","57.7 %","44.6 %","62.5 %","47.6 %","48.7 %","37.7 %",2022-07-30
"5-11",2021,8,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,8,"At least one vaccine dose","20.1 %","9.2 %","18.9 %","10.4 %","5.8 %","5.6 %",2022-07-30
"45-64",2021,8,"At least one vaccine dose","14.9 %","16.1 %","30.2 %","12.2 %","13.5 %","8.2 %",2022-07-30
"19-44",2021,8,"At least one vaccine dose","13.1 %","7.6 %","14.4 %","9.6 %","6.4 %","5.7 %",2022-07-30
"12-18",2021,8,"At least one vaccine dose","0.4 %","0.2 %","0.5 %","0.4 %","0.1 %","0.3 %",2022-07-30
"12+",2021,8,"At least one vaccine dose","21.9 %","10.9 %","22.1 %","11.9 %","7.6 %","6.8 %",2022-07-30
"65+",2021,8,"Completed vaccine series","25.4 %","19.9 %","46.7 %","17.3 %","21.9 %","15.9 %",2022-07-30
"45-64",2021,8,"Completed vaccine series","9.3 %","9.5 %","17.2 %","8.3 %","8.2 %","4.5 %",2022-07-30
"19-44",2021,8,"Completed vaccine series","8.7 %","4.5 %","6.7 %","6.7 %","3.9 %","3.5 %",2022-07-30
"12-18",2021,8,"Completed vaccine series","0.2 %","0.1 %","0 %","0.2 %","0 %","0.2 %",2022-07-30
"12+",2021,8,"Completed vaccine series","11.6 %","6 %","13 %","7 %","4.2 %","3.7 %",2022-07-30
"65+",2021,7,"At least one vaccine dose","46.1 %","37 %","59.3 %","35.8 %","39.8 %","30.6 %",2022-07-30
"5-11",2021,7,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,7,"At least one vaccine dose","16.8 %","8.1 %","17.5 %","8.9 %","5 %","4.8 %",2022-07-30
"45-64",2021,7,"At least one vaccine dose","13.1 %","14.4 %","28.2 %","10.8 %","11.9 %","7 %",2022-07-30
"19-44",2021,7,"At least one vaccine dose","11.7 %","6.8 %","13 %","8.6 %","5.7 %","5.1 %",2022-07-30
"12-18",2021,7,"At least one vaccine dose","0.4 %","0.2 %","0.3 %","0.4 %","0.1 %","0.2 %",2022-07-30
"12+",2021,7,"At least one vaccine dose","18.3 %","9.6 %","20.5 %","10.1 %","6.5 %","5.8 %",2022-07-30
"65+",2021,7,"Completed vaccine series","17.4 %","11.6 %","39.9 %","10.9 %","14.8 %","9.4 %",2022-07-30
"45-64",2021,7,"Completed vaccine series","7.7 %","7.5 %","13.5 %","7.2 %","6.8 %","3.5 %",2022-07-30
"19-44",2021,7,"Completed vaccine series","7.4 %","3.6 %","5.2 %","5.8 %","3.2 %","2.9 %",2022-07-30
"12-18",2021,7,"Completed vaccine series","0.2 %","0.1 %","0 %","0.1 %","0 %","0.1 %",2022-07-30
"12+",2021,7,"Completed vaccine series","8.9 %","4.5 %","10.6 %","5.8 %","3.4 %","2.8 %",2022-07-30
"65+",2021,6,"At least one vaccine dose","39.7 %","31.5 %","56.6 %","28.6 %","34.8 %","25.9 %",2022-07-30
"5-11",2021,6,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,6,"At least one vaccine dose","15.2 %","7.3 %","16 %","8.1 %","4.6 %","4.4 %",2022-07-30
"45-64",2021,6,"At least one vaccine dose","12.3 %","13.2 %","25.8 %","10.2 %","11.1 %","6.4 %",2022-07-30
"19-44",2021,6,"At least one vaccine dose","11.1 %","6.3 %","11.2 %","8.2 %","5.3 %","4.8 %",2022-07-30
"12-18",2021,6,"At least one vaccine dose","0.3 %","0.1 %","0.2 %","0.3 %","0.1 %","0.2 %",2022-07-30
"12+",2021,6,"At least one vaccine dose","16.5 %","8.6 %","18.6 %","9.2 %","6 %","5.3 %",2022-07-30
"65+",2021,6,"Completed vaccine series","8.3 %","5.5 %","31.2 %","4.5 %","8.3 %","4.2 %",2022-07-30
"45-64",2021,6,"Completed vaccine series","6 %","6 %","9.9 %","6 %","5.4 %","2.8 %",2022-07-30
"19-44",2021,6,"Completed vaccine series","6 %","2.9 %","3.9 %","4.9 %","2.6 %","2.3 %",2022-07-30
"12-18",2021,6,"Completed vaccine series","0.1 %","0 %","0 %","0.1 %","0 %","0.1 %",2022-07-30
"12+",2021,6,"Completed vaccine series","5.9 %","3.4 %","8 %","4.5 %","2.5 %","2.1 %",2022-07-30
"65+",2021,5,"At least one vaccine dose","30.6 %","24.6 %","52.6 %","20.8 %","26.6 %","19.6 %",2022-07-30
"5-11",2021,5,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,5,"At least one vaccine dose","12.7 %","6.2 %","14 %","7.1 %","3.9 %","3.8 %",2022-07-30
"45-64",2021,5,"At least one vaccine dose","11 %","11.5 %","22.3 %","9.3 %","9.8 %","5.5 %",2022-07-30
"19-44",2021,5,"At least one vaccine dose","10.1 %","5.5 %","9.3 %","7.6 %","4.7 %","4.3 %",2022-07-30
"12-18",2021,5,"At least one vaccine dose","0.3 %","0.1 %","0 %","0.3 %","0.1 %","0.2 %",2022-07-30
"12+",2021,5,"At least one vaccine dose","13.8 %","7.4 %","16.3 %","8 %","5.1 %","4.5 %",2022-07-30
"65+",2021,5,"Completed vaccine series","3.3 %","3.2 %","23.6 %","2.2 %","4.7 %","2 %",2022-07-30
"45-64",2021,5,"Completed vaccine series","4.6 %","4.7 %","7.3 %","5.1 %","4.4 %","2 %",2022-07-30
"19-44",2021,5,"Completed vaccine series","4.8 %","2.2 %","2.9 %","4 %","2 %","1.8 %",2022-07-30
"12-18",2021,5,"Completed vaccine series","0.1 %","0 %","0 %","0.1 %","0 %","0.1 %",2022-07-30
"12+",2021,5,"Completed vaccine series","4 %","2.5 %","6 %","3.6 %","1.9 %","1.5 %",2022-07-30
"65+",2021,4,"At least one vaccine dose","21.4 %","17.4 %","46.9 %","14.4 %","19 %","13.2 %",2022-07-30
"5-11",2021,4,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,4,"At least one vaccine dose","9.9 %","5 %","11.5 %","6 %","3.2 %","3 %",2022-07-30
"45-64",2021,4,"At least one vaccine dose","9.2 %","9.5 %","18 %","8.2 %","8.2 %","4.5 %",2022-07-30
"19-44",2021,4,"At least one vaccine dose","8.7 %","4.6 %","7 %","6.8 %","4 %","3.5 %",2022-07-30
"12-18",2021,4,"At least one vaccine dose","0.3 %","0.1 %","0 %","0.2 %","0 %","0.2 %",2022-07-30
"12+",2021,4,"At least one vaccine dose","10.7 %","5.9 %","13.4 %","6.8 %","4.1 %","3.6 %",2022-07-30
"65+",2021,4,"Completed vaccine series","1.8 %","1.9 %","14.2 %","1.5 %","2.6 %","1.2 %",2022-07-30
"45-64",2021,4,"Completed vaccine series","3.3 %","3.3 %","5.4 %","4 %","3.4 %","1.4 %",2022-07-30
"19-44",2021,4,"Completed vaccine series","3.7 %","1.6 %","2.3 %","3.1 %","1.6 %","1.3 %",2022-07-30
"12-18",2021,4,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"12+",2021,4,"Completed vaccine series","2.8 %","1.8 %","4.1 %","2.8 %","1.4 %","1.1 %",2022-07-30
"65+",2021,3,"At least one vaccine dose","11.2 %","8.4 %","39.4 %","7.3 %","10.9 %","6 %",2022-07-30
"5-11",2021,3,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,3,"At least one vaccine dose","6.5 %","3.5 %","9.1 %","4.6 %","2.3 %","2 %",2022-07-30
"45-64",2021,3,"At least one vaccine dose","6.9 %","7.3 %","13.9 %","6.7 %","6.3 %","3.2 %",2022-07-30
"19-44",2021,3,"At least one vaccine dose","6.8 %","3.5 %","5.1 %","5.4 %","3 %","2.7 %",2022-07-30
"12-18",2021,3,"At least one vaccine dose","0.2 %","0 %","0 %","0.1 %","0 %","0.1 %",2022-07-30
"12+",2021,3,"At least one vaccine dose","7.1 %","4.2 %","10.6 %","5.2 %","3 %","2.5 %",2022-07-30
"65+",2021,3,"Completed vaccine series","0.7 %","0.5 %","5.9 %","0.7 %","0.9 %","0.4 %",2022-07-30
"45-64",2021,3,"Completed vaccine series","2 %","1.6 %","2.4 %","2.6 %","2.1 %","0.8 %",2022-07-30
"19-44",2021,3,"Completed vaccine series","2.3 %","0.8 %","1.1 %","1.9 %","1 %","0.7 %",2022-07-30
"12-18",2021,3,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"12+",2021,3,"Completed vaccine series","1.7 %","0.9 %","1.8 %","1.7 %","0.9 %","0.6 %",2022-07-30
"65+",2021,2,"At least one vaccine dose","5.5 %","4.5 %","30.7 %","3 %","6.9 %","2.9 %",2022-07-30
"5-11",2021,2,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,2,"At least one vaccine dose","4.5 %","2.6 %","6.7 %","3.6 %","1.7 %","1.5 %",2022-07-30
"45-64",2021,2,"At least one vaccine dose","5.3 %","5.6 %","9.7 %","5.5 %","4.9 %","2.4 %",2022-07-30
"19-44",2021,2,"At least one vaccine dose","5.4 %","2.7 %","3.7 %","4.5 %","2.4 %","2.1 %",2022-07-30
"12-18",2021,2,"At least one vaccine dose","0.1 %","0 %","0 %","0.1 %","0 %","0.1 %",2022-07-30
"12+",2021,2,"At least one vaccine dose","4.9 %","3.1 %","7.8 %","4 %","2.3 %","1.8 %",2022-07-30
"65+",2021,2,"Completed vaccine series","0.4 %","0.3 %","4.9 %","0.4 %","0.7 %","0.2 %",2022-07-30
"45-64",2021,2,"Completed vaccine series","1.2 %","0.9 %","1.9 %","1.7 %","1.5 %","0.4 %",2022-07-30
"19-44",2021,2,"Completed vaccine series","1.4 %","0.4 %","0.8 %","1.1 %","0.6 %","0.4 %",2022-07-30
"12-18",2021,2,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"12+",2021,2,"Completed vaccine series","1 %","0.5 %","1.4 %","1 %","0.6 %","0.3 %",2022-07-30
"65+",2021,1,"At least one vaccine dose","2.9 %","3 %","23.6 %","1.9 %","4.5 %","1.7 %",2022-07-30
"5-11",2021,1,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,1,"At least one vaccine dose","3.3 %","2 %","5.1 %","2.8 %","1.4 %","1.1 %",2022-07-30
"45-64",2021,1,"At least one vaccine dose","4.1 %","4.3 %","7.4 %","4.5 %","4.1 %","1.8 %",2022-07-30
"19-44",2021,1,"At least one vaccine dose","4.3 %","2.1 %","2.8 %","3.5 %","1.8 %","1.6 %",2022-07-30
"12-18",2021,1,"At least one vaccine dose","0.1 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"12+",2021,1,"At least one vaccine dose","3.6 %","2.3 %","6 %","3.2 %","1.8 %","1.3 %",2022-07-30
"65+",2021,1,"Completed vaccine series","0.1 %","0.1 %","4.4 %","0.1 %","0.3 %","0 %",2022-07-30
"5-11",2021,1,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2021,1,"Completed vaccine series","0.2 %","0.1 %","0.9 %","0.3 %","0.2 %","0.1 %",2022-07-30
"45-64",2021,1,"Completed vaccine series","0.3 %","0.3 %","1.2 %","0.5 %","0.5 %","0.1 %",2022-07-30
"19-44",2021,1,"Completed vaccine series","0.4 %","0.1 %","0.4 %","0.3 %","0.2 %","0.1 %",2022-07-30
"12-18",2021,1,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"12+",2021,1,"Completed vaccine series","0.3 %","0.1 %","1 %","0.3 %","0.2 %","0.1 %",2022-07-30
"65+",2020,53,"At least one vaccine dose","1.4 %","1.5 %","11.4 %","1.1 %","2 %","0.9 %",2022-07-30
"45-64",2020,53,"At least one vaccine dose","2.4 %","2.4 %","3.8 %","2.9 %","2.6 %","1 %",2022-07-30
"19-44",2020,53,"At least one vaccine dose","2.7 %","1.2 %","1.8 %","2.2 %","1.1 %","0.9 %",2022-07-30
"12-18",2020,53,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"12+",2020,53,"At least one vaccine dose","2.1 %","1.3 %","3.1 %","2 %","1.1 %","0.7 %",2022-07-30
"65+",2020,53,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"45-64",2020,53,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"19-44",2020,53,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"12-18",2020,53,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"12+",2020,53,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"65+",2020,52,"At least one vaccine dose","0.3 %","0.3 %","5.3 %","0.4 %","0.6 %","0.2 %",2022-07-30
"45-64",2020,52,"At least one vaccine dose","1.1 %","0.9 %","2 %","1.6 %","1.5 %","0.4 %",2022-07-30
"19-44",2020,52,"At least one vaccine dose","1.4 %","0.4 %","0.9 %","1.1 %","0.6 %","0.4 %",2022-07-30
"12-18",2020,52,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"12+",2020,52,"At least one vaccine dose","1 %","0.5 %","1.6 %","1 %","0.6 %","0.3 %",2022-07-30
"65+",2020,52,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"45-64",2020,52,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"19-44",2020,52,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"65+",2020,51,"At least one vaccine dose","0.1 %","0 %","4.3 %","0 %","0 %","0 %",2022-07-30
"5-11",2020,51,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5+",2020,51,"At least one vaccine dose","0.1 %","0 %","0.8 %","0.1 %","0.1 %","0 %",2022-07-30
"45-64",2020,51,"At least one vaccine dose","0.2 %","0.1 %","1.1 %","0.2 %","0.2 %","0.1 %",2022-07-30
"19-44",2020,51,"At least one vaccine dose","0.2 %","0 %","0.4 %","0.1 %","0.1 %","0.1 %",2022-07-30
"12-18",2020,51,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"12+",2020,51,"At least one vaccine dose","0.1 %","0.1 %","1 %","0.1 %","0.1 %","0.1 %",2022-07-30
"65+",2020,51,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"45-64",2020,51,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"19-44",2020,51,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"12-18",2020,51,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"65+",2020,50,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5-11",2020,50,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"45-64",2020,50,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"19-44",2020,50,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"65+",2020,50,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"45-64",2020,50,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"19-44",2020,50,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"65+",2020,49,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"45-64",2020,49,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"19-44",2020,49,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"65+",2020,49,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"5-11",2020,49,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"45-64",2020,49,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"19-44",2020,49,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"65+",2020,48,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"45-64",2020,48,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"19-44",2020,48,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"65+",2020,48,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"45-64",2020,48,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"19-44",2020,48,"Completed vaccine series","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"65+",2020,47,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
"45-64",2020,47,"At least one vaccine dose","0 %","0 %","0 %","0 %","0 %","0 %",2022-07-30
